,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name
148,Wells Thompson,NE,D,27,11,1215,1,0,16,7,0,1,0,0.07,6.3,2007,REG,0,0,0,0.0,43.8,26,36,2,6,0,0,0,Thompson,Wells,NE
149,Jay Heaps,NE,D,28,28,2475,1,0,16,8,0,0,1,0.04,6.3,2007,REG,0,0,0,0.0,50.0,31,37,1,5,0,0,0,Heaps,Jay,NE
150,Jacob Thomas,CLB,F,9,4,402,1,0,16,8,1,0,1,0.22,6.3,2007,REG,0,0,0,0.0,50.0,4,8,4,0,0,0,0,Thomas,Jacob,CLB
151,Jacob Peterson,ATL,F,24,10,1118,1,0,24,10,0,0,1,0.08,4.2,2007,REG,0,0,0,0.0,41.7,8,21,5,1,0,0,0,Peterson,Jacob,ATL
152,Terry Cooke,COL,M,29,28,2288,0,7,21,9,0,0,0,0.0,0.0,2007,REG,2,4,3,0.28,42.9,5,21,2,0,0,0,0,Cooke,Terry,COL
153,Richard Mulrooney,HOU,M,30,27,2521,0,5,9,3,0,0,0,0.0,0.0,2007,REG,2,2,3,0.18,33.3,18,44,0,2,0,0,0,Mulrooney,Richard,HOU
154,Peter Vagenas,LA,M,24,20,1786,0,5,13,3,0,0,0,0.0,0.0,2007,REG,1,5,0,0.25,23.1,25,21,0,2,0,0,0,Vagenas,Peter,LA
155,Brian Carroll,DC,M,28,19,1801,0,4,7,1,0,0,0,0.0,0.0,2007,REG,1,3,1,0.2,14.3,39,15,1,7,0,0,0,Carroll,Brian,DC
156,Corey Ashe,HOU,M,22,6,811,0,4,10,4,0,0,0,0.0,0.0,2007,REG,2,4,0,0.44,40.0,5,14,5,2,0,0,0,Ashe,Corey,HOU
157,Ronnie O'Brien,TOR,M,13,13,1139,0,4,22,12,0,0,0,0.0,0.0,2007,REG,2,3,1,0.32,54.5,16,15,0,1,0,0,0,O'Brien,Ronnie,TOR
158,Pablo Ricchetti,DAL,D-M,19,19,1600,0,3,6,2,0,0,0,0.0,0.0,2007,REG,1,3,0,0.17,33.3,31,18,0,7,0,0,0,Ricchetti,Pablo,DAL
159,Chris Pozniak,TOR,D,22,16,1497,0,3,9,3,0,0,0,0.0,0.0,2007,REG,0,0,3,0.18,33.3,22,16,1,3,1,0,0,Pozniak,Chris,TOR
160,Marvell Wynne,NY,D,23,22,1963,0,3,9,5,0,0,0,0.0,0.0,2007,REG,0,2,1,0.14,55.6,22,23,3,2,0,0,0,Wynne,Marvell,NY
161,Frankie Hejduk,CLB,D,24,24,2160,0,3,10,3,0,0,0,0.0,0.0,2007,REG,1,2,1,0.13,30.0,31,25,2,5,0,0,0,Hejduk,Frankie,CLB
162,Claudio Reyna,NY,M,21,21,1723,0,3,14,3,0,0,0,0.0,0.0,2007,REG,1,1,2,0.16,21.4,35,18,1,2,0,0,0,Reyna,Claudio,NY
163,Clyde Simms,DC,M,25,16,1505,0,3,15,7,0,0,0,0.0,0.0,2007,REG,2,1,2,0.18,46.7,20,6,0,1,0,0,0,Simms,Clyde,DC
164,Alex Zotinca,CHV,D,22,20,1667,0,3,15,6,0,0,0,0.0,0.0,2007,REG,1,2,1,0.16,40.0,34,17,2,6,1,0,0,Zotinca,Alex,CHV
165,Ryan Raybould,KC,D-M,10,4,424,0,2,1,0,0,0,0,0.0,0.0,2007,REG,1,1,1,0.42,0.0,10,6,0,2,0,0,0,Raybould,Ryan,KC
166,Marcelo Saragosa,DAL,M,13,10,800,0,2,3,1,0,0,0,0.0,0.0,2007,REG,1,1,1,0.23,33.3,33,17,0,4,1,0,0,Saragosa,Marcelo,DAL
167,Wade Barrett,HOU,D,30,30,2649,0,2,3,2,0,0,0,0.0,0.0,2007,REG,1,1,1,0.07,66.7,11,9,2,2,0,0,0,Barrett,Wade,HOU
168,Chris Wingert,COL,D,22,16,1590,0,2,4,3,0,0,0,0.0,0.0,2007,REG,0,0,2,0.11,75.0,26,17,0,4,0,0,0,Wingert,Chris,COL
169,Craig Waibel,HOU,D,21,18,1639,0,2,7,2,0,0,0,0.0,0.0,2007,REG,0,1,1,0.11,28.6,27,11,0,1,0,0,0,Waibel,Craig,HOU
170,Bobby Boswell,DC,D,23,22,1963,0,2,7,2,0,0,0,0.0,0.0,2007,REG,1,2,0,0.09,28.6,42,4,0,5,1,0,0,Boswell,Bobby,DC
171,Chris Armas,CHI,M,25,24,2194,0,2,7,2,0,0,0,0.0,0.0,2007,REG,0,1,1,0.08,28.6,27,24,0,3,0,0,0,Armas,Chris,CHI
172,David Beckham,LA,M,5,2,252,0,2,8,0,0,0,0,0.0,0.0,2007,REG,0,0,2,0.71,0.0,2,7,0,0,0,0,0,Beckham,David,LA
173,Guy-Roland Kpene,DC,F,15,8,626,0,2,18,12,0,0,0,0.0,0.0,2007,REG,0,1,1,0.29,66.7,17,10,8,2,0,0,0,Kpene,Guy-Roland,DC
174,Seth Stammler,NY,M-D,29,28,2547,0,2,26,5,0,0,0,0.0,0.0,2007,REG,0,2,0,0.07,19.2,46,28,0,3,0,0,0,Stammler,Seth,NY
175,Taylor Graham,NY,D,5,3,335,0,1,0,0,0,0,0,0.0,0.0,2007,REG,0,1,0,0.27,0.0,5,4,0,0,0,0,0,Graham,Taylor,NY
176,Kasali Yinka Casal,DC,M,4,0,104,0,1,0,0,0,0,0,0.0,0.0,2007,REG,0,0,1,0.87,0.0,8,3,1,1,0,0,0,Yinka Casal,Kasali,DC
177,Mike Randolph,LA,D,19,15,1451,0,1,1,0,0,0,0,0.0,0.0,2007,REG,1,0,1,0.06,0.0,7,18,0,3,0,0,0,Randolph,Mike,LA
178,Rusty Pierce,CLB,D,21,19,1580,0,1,1,0,0,0,0,0.0,0.0,2007,REG,0,1,0,0.06,0.0,23,24,1,5,0,0,0,Pierce,Rusty,CLB
179,Rodrigo López,CHV,M,5,0,62,0,1,1,0,0,0,0,0.0,0.0,2007,REG,0,1,0,1.45,0.0,1,1,0,0,0,0,0,López,Rodrigo,CHV
180,Jack Stewart,RSL,D,13,12,1006,0,1,2,0,0,0,0,0.0,0.0,2007,REG,0,1,0,0.09,0.0,5,9,1,1,0,0,0,Stewart,Jack,RSL
181,Nick Garcia,KC,D,27,27,2420,0,1,2,1,0,0,0,0.0,0.0,2007,REG,1,1,0,0.04,50.0,32,24,0,4,0,0,0,Garcia,Nick,KC
182,Brad Evans,CLB,D-M,4,1,108,0,1,2,1,0,0,0,0.0,0.0,2007,REG,0,1,0,0.83,50.0,1,1,0,0,0,0,0,Evans,Brad,CLB
183,Avery John,NE,D,19,18,1559,0,1,2,1,0,0,0,0.0,0.0,2007,REG,0,0,1,0.06,50.0,25,22,0,4,0,0,0,John,Avery,NE
184,Markus Schopp,NY,D-M,5,3,228,0,1,3,1,0,0,0,0.0,0.0,2007,REG,0,0,1,0.39,33.3,8,1,0,1,0,0,0,Schopp,Markus,NY
185,Chris Lancos,RSL,M-D,14,8,811,0,1,3,1,0,0,0,0.0,0.0,2007,REG,0,1,0,0.11,33.3,11,5,0,3,0,0,0,Lancos,Chris,RSL
186,Josh Tudela,LA,M,9,9,779,0,1,3,2,0,0,0,0.0,0.0,2007,REG,1,1,0,0.12,66.7,15,6,0,2,0,0,0,Tudela,Josh,LA
187,Abel Xavier,LA,D,10,10,900,0,1,4,0,0,0,0,0.0,0.0,2007,REG,0,1,0,0.1,0.0,7,10,0,3,0,0,0,Xavier,Abel,LA
188,Sinisa Ubiparipovic,NY,F-M,12,0,232,0,1,4,2,0,0,0,0.0,0.0,2007,REG,0,1,0,0.39,50.0,2,4,0,0,0,0,0,Ubiparipovic,Sinisa,NY
189,Ricardinho,DAL,F,8,3,279,0,1,5,2,0,0,0,0.0,0.0,2007,REG,1,0,1,0.32,40.0,5,7,3,0,0,0,0,,Ricardinho,DAL
190,Wilman Conde,CHI,D,7,7,595,0,1,6,5,0,0,0,0.0,0.0,2007,REG,1,0,1,0.15,83.3,8,4,0,3,1,0,0,Conde,Wilman,CHI
191,Kyle Veris,LA,D,8,6,542,0,1,6,2,0,0,0,0.0,0.0,2007,REG,1,1,0,0.17,33.3,8,4,0,3,0,0,0,Veris,Kyle,LA
192,Atiba Harris,RSL,D,21,13,1257,0,1,8,4,0,0,0,0.0,0.0,2007,REG,0,1,0,0.07,50.0,45,22,8,5,0,0,0,Harris,Atiba,RSL
193,Pablo Mastroeni,COL,M,23,21,1864,0,1,9,0,0,0,0,0.0,0.0,2007,REG,1,1,0,0.05,0.0,46,24,0,7,1,0,0,Mastroeni,Pablo,COL
194,Thiago,CHI,M,13,5,568,0,1,10,3,0,0,0,0.0,0.0,2007,REG,0,1,0,0.16,30.0,4,4,2,3,0,0,0,,Thiago,CHI
195,Diego Gutierrez,CHI,D,23,22,1890,0,1,10,6,0,0,0,0.0,0.0,2007,REG,0,1,0,0.05,60.0,33,24,0,7,1,0,0,Gutierrez,Diego,CHI
196,Jeff Parke,NY,D,28,26,2246,0,1,10,4,0,0,0,0.0,0.0,2007,REG,0,0,1,0.04,40.0,24,23,0,2,0,0,0,Parke,Jeff,NY
197,Ricardo Virtuoso,CLB,F,8,5,451,0,1,11,4,0,0,0,0.0,0.0,2007,REG,0,1,0,0.2,36.4,11,14,5,1,0,0,0,Virtuoso,Ricardo,CLB
198,Danny O'Rourke,CLB,D,27,27,2426,0,1,11,1,0,0,0,0.0,0.0,2007,REG,0,0,1,0.04,9.1,46,33,0,6,1,0,0,O'Rourke,Danny,CLB
199,Kelly Gray,HOU,D-M,15,13,1195,0,1,14,4,0,0,0,0.0,0.0,2007,REG,1,1,0,0.08,28.6,9,5,1,1,0,0,0,Gray,Kelly,HOU
200,Justin Mapp,CHI,M,13,10,808,0,1,15,8,0,0,0,0.0,0.0,2007,REG,1,1,0,0.11,53.3,7,22,3,0,0,0,0,Mapp,Justin,CHI
201,Andrea Lombardo,TOR,F,16,6,726,0,1,17,9,0,0,0,0.0,0.0,2007,REG,0,1,0,0.12,52.9,32,24,18,2,0,0,0,Lombardo,Andrea,TOR
202,Jordan Harvey,LFC,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Harvey,Jordan,LAFC
203,Stephen Keel,COL,D,4,1,177,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,2,1,0,1,0,0,0,Keel,Stephen,COL
204,David Guzman,TOR,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Guzman,David,TOR
205,Yherland McDonald,COL,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,McDonald,Yherland,COL
206,Tim Regan,NY,D,3,2,142,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,2,3,0,0,0,0,0,Regan,Tim,NY
207,Rich Asante,TOR,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Asante,Rich,TOR
208,Stephen Lumley,TOR,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Lumley,Stephen,TOR
209,Nick LaBrocca,COL,M,2,1,67,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,LaBrocca,Nick,COL
210,John DiRaimondo,COL,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,DiRaimondo,John,COL
211,Abdus Ibrahim,DAL,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Ibrahim,Abdus,DAL
212,Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Daniels,Andrew,DAL
213,Bobby Burling,CHV,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Burling,Bobby,CHV
214,Joey Worthen,RSL,F-M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Worthen,Joey,RSL
215,Julian Nash,HOU,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Nash,Julian,HOU
216,Erik Ustruck,HOU,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Ustruck,Erik,HOU
217,Nick Hatzke,HOU,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Hatzke,Nick,HOU
218,Mike Chabala,HOU,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Chabala,Mike,HOU
219,John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Michael Hayden,John,HOU
220,Mpho Moloi,HOU,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Moloi,Mpho,HOU
221,Michael Dello-Russo,DAL,D-M,1,1,90,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Dello-Russo,Michael,DAL
222,Blake Wagner,DAL,D-M,1,1,90,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Wagner,Blake,DAL
223,Anthony Wallace,DAL,D,1,1,69,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,2,0,0,0,0,0,0,Wallace,Anthony,DAL
224,Tommy Krizanovic,DAL,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Krizanovic,Tommy,DAL
225,Scott Jones,DAL,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Jones,Scott,DAL
226,Eric Ebert,HOU,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Ebert,Eric,HOU
227,Mike Sambursky,HOU,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Sambursky,Mike,HOU
228,Ben Hunter,CLB,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Hunter,Ben,CLB
229,Aaron Chandler,CLB,M-F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Chandler,Aaron,CLB
230,Bryan Arguez,DC,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Arguez,Bryan,DC
231,Brandon Moss,CLB,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Moss,Brandon,CLB
232,Jed Zayner,CLB,D,2,0,20,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Zayner,Jed,CLB
233,Jeff Carroll,DC,M-D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Carroll,Jeff,DC
234,John Wilson,DC,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Wilson,John,DC
235,Brad North,DC,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,North,Brad,DC
236,Ryan McMahen,KC,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,McMahen,Ryan,KC
237,Jamil Walker,DC,M-F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Walker,Jamil,DC
238,Kiki Willis,DC,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Willis,Kiki,DC
239,Will John,KC,M-F,3,0,26,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,John,Will,KC
240,Aaron Hohlbein,KC,D,5,4,360,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,6,6,0,1,0,0,0,Hohlbein,Aaron,KC
241,A.J. Godbolt,KC,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Godbolt,A.J.,KC
242,Lance Watson,KC,D,2,0,23,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,1,0,0,0,0,0,Watson,Lance,KC
243,Edson Elcock,KC,M-F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Elcock,Edson,KC
244,Matt Groenwald,KC,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Groenwald,Matt,KC
245,Elie Ikangu,NY,M,1,0,8,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Ikangu,Elie,NY
246,Jerrod Laventure,NY,F,1,0,4,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,1,0,0,0,0,0,Laventure,Jerrod,NY
247,Randi Patterson,NY,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Patterson,Randi,NY
248,Hugh MacDonald,NY,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,MacDonald,Hugh,NY
249,Carlos Mendes,NY,D,23,19,1709,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,12,4,0,2,0,0,0,Mendes,Carlos,NY
250,Blake Camp,NY,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Camp,Blake,NY
251,Gary Flood,NE,M,5,2,197,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Flood,Gary,NE
252,Miguel Gonzalez,NE,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Gonzalez,Miguel,NE
253,Chris Loftus,NE,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Loftus,Chris,NE
254,Ryan Solle,NE,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Solle,Ryan,NE
255,Arsene Oka,NE,M,1,0,9,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Oka,Arsene,NE
256,Michael Kraus,KC,M-F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Kraus,Michael,KC
257,Willy Guadarrama,KC,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Guadarrama,Willy,KC
258,Amaechi Igwe,NE,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Igwe,Amaechi,NE
259,Willie Sims,NE,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Sims,Willie,NE
260,Joe Franchino,NE,M,3,0,57,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Franchino,Joe,NE
261,Carlos Llamosa,CHV,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Llamosa,Carlos,CHV
262,Daniel Osorno,COL,M,3,0,55,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Osorno,Daniel,COL
263,Daniel Woolard,CHI,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Woolard,Daniel,CHI
264,Erik Hort,CHI,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Hort,Erik,CHI
265,Osei Telesford,CHI,D,2,0,2,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Telesford,Osei,CHI
266,Jordan Russolillo,CHI,D,2,1,46,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Russolillo,Jordan,CHI
267,Ante Jazic,LA,D,18,16,1397,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,17,12,2,2,0,0,0,Jazic,Ante,LA
268,Luis Tejada,PAN,F,1,0,2,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,1,0,0,0,0,Tejada,Luis,UNK
269,Ian Russell,LA,D,3,3,193,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,3,0,1,0,0,0,0,Russell,Ian,LA
270,Marshall Leonard,NE,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Leonard,Marshall,NE
271,Roberto Mina,DAL,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Mina,Roberto,DAL
272,Tony Lochhead,NE,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Lochhead,Tony,NE
273,Sainey Nyassi,NE,M,1,0,8,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Nyassi,Sainey,NE
274,Chase Wileman,DAL,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Wileman,Chase,DAL
275,Leonard Griffin,CLB,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Griffin,Leonard,CLB
276,Israel Sesay,LA,F,1,0,1,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Sesay,Israel,LA
277,Amir Lowery,KC,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Lowery,Amir,KC
278,Abdoulie Mansally,NE,D,1,0,14,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,1,0,1,0,0,0,Mansally,Abdoulie,NE
279,Daniel Hernandez,NE,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Hernandez,Daniel,NE
280,Sebastian Botero,DAL,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Botero,Sebastian,DAL
281,Sandy Gbandi,DAL,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Gbandi,Sandy,DAL
282,A.J. Gray,TOR,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Gray,A.J.,TOR
283,Kenneth Hoerner,HOU,M-F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Hoerner,Kenneth,HOU
284,Chris Karcz,NY,M-F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Karcz,Chris,NY
285,Andrei Pacheco,CLB,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Pacheco,Andrei,CLB
286,Clifton Wilmes,COL,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Wilmes,Clifton,COL
287,Bryan Byrne,NE,M,1,0,19,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,1,0,1,0,0,0,Byrne,Bryan,NE
288,Andrew Peterson,CLB,D,1,1,75,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Peterson,Andrew,CLB
289,Mike Caso,LA,F,1,1,45,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Caso,Mike,LA
290,Mira Mupier,DC,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Mupier,Mira,DC
291,Kyle Helton,NE,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Helton,Kyle,NE
292,Nana Attakora,TOR,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Attakora,Nana,TOR
293,Cristian Nunez,TOR,M,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Nunez,Cristian,TOR
294,Erasmo Solorzano,CHV,M,1,0,1,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Solorzano,Erasmo,CHV
295,Desmond Brooks,CHV,D,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Brooks,Desmond,CHV
296,Duke Hashimoto,RSL,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Hashimoto,Duke,RSL
297,Dustin Kirby,RSL,D,1,1,79,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,1,0,0,0,0,0,0,Kirby,Dustin,RSL
298,Jeff Rowland,RSL,F,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2007,REG,0,0,0,0.0,0.0,0,0,0,0,0,0,0,Rowland,Jeff,RSL
