,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
93,Kei Kamara,VAN,F,17.0,4.0,475.0,2.0,0.0,16.0,7.0,1.0,2.0,0.0,0.38,12.5,2007,REG,0.0,0.0,0.0,0.0,43.8,11.0,12.0,5.0,0.0,0.0,0.0,0.0,Kamara,Kei,VAN,CLB,Kamara,Kei,F,CLB,33000.0,43000.0,2007-08-31
94,Paulo Wanchope,CHI,F,12.0,10.0,932.0,2.0,0.0,26.0,13.0,1.0,0.0,2.0,0.19,7.7,2007,REG,0.0,0.0,0.0,0.0,50.0,20.0,15.0,10.0,2.0,0.0,0.0,0.0,Wanchope,Paulo,CHI,CHI,Wanchope,Paulo,F,CHI,240000.0,267500.0,2007-08-31
95,Dax McCarty,CHI,M,25.0,18.0,1604.0,1.0,7.0,13.0,5.0,0.0,0.0,1.0,0.06,7.7,2007,REG,2.0,4.0,3.0,0.39,38.5,12.0,46.0,0.0,0.0,0.0,0.0,0.0,McCarty,Dax,CHI,DAL,McCarty,Dax,M,DAL,33000.0,45500.0,2007-08-31
96,Carlos Marinelli,KC,M,26.0,19.0,1674.0,1.0,5.0,42.0,21.0,0.0,0.0,1.0,0.05,2.4,2007,REG,1.0,2.0,3.0,0.27,50.0,41.0,41.0,1.0,7.0,0.0,1.0,2.0,Marinelli,Carlos,KC,KC,Marinelli,Carlos,M,KC,165000.0,165000.0,2007-08-31
97,Duncan Oughton,CLB,D,19.0,13.0,1231.0,1.0,4.0,9.0,5.0,0.0,0.0,1.0,0.07,11.1,2007,REG,0.0,2.0,2.0,0.29,55.6,17.0,26.0,1.0,3.0,0.0,0.0,0.0,Oughton,Duncan,CLB,CLB,Oughton,Duncan,D,CLB,72000.0,72000.0,2007-08-31
98,Marc Burch,MIN,D,18.0,15.0,1362.0,1.0,3.0,9.0,3.0,0.0,1.0,0.0,0.07,11.1,2007,REG,1.0,1.0,2.0,0.2,33.3,21.0,12.0,1.0,3.0,0.0,0.0,0.0,Burch,Marc,MIN,DC,Burch,Marc,D,DC,30000.0,30000.0,2007-08-31
100,Andy Williams,RSL,M,24.0,12.0,1277.0,1.0,3.0,19.0,9.0,0.0,1.0,0.0,0.07,5.3,2007,REG,0.0,1.0,2.0,0.21,47.4,29.0,32.0,3.0,1.0,1.0,0.0,0.0,Williams,Andy,RSL,RSL,Williams,Andy,F,RSL,70008.0,70008.0,2007-08-31
101,Brian Mullan,HOU,D,28.0,28.0,2407.0,1.0,3.0,19.0,6.0,1.0,1.0,0.0,0.04,5.3,2007,REG,1.0,3.0,0.0,0.11,31.6,33.0,55.0,11.0,4.0,0.0,0.0,0.0,Mullan,Brian,HOU,HOU,Mullan,Brian,M,HOU,125000.0,125000.0,2007-08-31
102,Chris Gbandi,DAL,D,21.0,19.0,1700.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,0.05,20.0,2007,REG,0.0,1.0,1.0,0.11,60.0,24.0,11.0,2.0,7.0,1.0,0.0,0.0,Gbandi,Chris,DAL,DAL,Gbandi,Chris,D,DAL,100000.0,103750.0,2007-08-31
103,Lawson Vaughn,CHV,D,24.0,22.0,1901.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,0.05,20.0,2007,REG,2.0,2.0,0.0,0.09,60.0,27.0,19.0,1.0,6.0,1.0,0.0,0.0,Vaughn,Lawson,CHV,CHV,Vaughn,Lawson,D,CHV,30000.0,30000.0,2007-08-31
104,Javier Morales,RSL,M,7.0,5.0,369.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.24,16.7,2007,REG,0.0,1.0,1.0,0.49,50.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,Morales,Javier,RSL,RSL,Morales,Javier,M,RSL,120000.0,120000.0,2007-08-31
105,Nicholas Addlery,DC,F,11.0,4.0,455.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,0.2,11.1,2007,REG,1.0,1.0,1.0,0.4,22.2,11.0,8.0,10.0,1.0,0.0,0.0,0.0,Addlery,Nicholas,DC,DC,Addlery,Nicholas,F,DC,36000.0,36000.0,2007-08-31
106,Facundo Erpen,COL,D,26.0,25.0,2056.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,0.04,9.1,2007,REG,0.0,2.0,0.0,0.09,18.2,42.0,23.0,0.0,6.0,1.0,0.0,0.0,Erpen,Facundo,COL,COL,Erpen,Facundo,D,COL,115000.0,115000.0,2007-08-31
107,Ivan Guerrero,CHI,M,19.0,16.0,1490.0,1.0,2.0,12.0,5.0,1.0,0.0,1.0,0.06,8.3,2007,REG,1.0,1.0,1.0,0.12,41.7,11.0,25.0,3.0,0.0,0.0,0.0,0.0,Guerrero,Ivan,CHI,CHI,Guerrero,Ivan,D-M,CHI,160000.0,187500.0,2007-08-31
108,Laurent Merlin,CHV,F,22.0,7.0,804.0,1.0,2.0,15.0,8.0,0.0,1.0,0.0,0.11,6.7,2007,REG,0.0,0.0,2.0,0.22,53.3,19.0,28.0,8.0,1.0,0.0,0.0,0.0,Merlin,Laurent,CHV,CHV,Merlin,Laurent,M,CHV,60000.0,60000.0,2007-08-31
110,Mehdi Ballouchy,COL,M,23.0,22.0,1853.0,1.0,2.0,35.0,10.0,0.0,0.0,1.0,0.05,2.9,2007,REG,1.0,1.0,1.0,0.1,28.6,40.0,39.0,5.0,8.0,1.0,0.0,0.0,Ballouchy,Mehdi,COL,COL,Ballouchy,Mehdi,M,COL,70000.0,88000.0,2007-08-31
111,Orlando Perez,CHV,D,15.0,12.0,1033.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.09,33.3,2007,REG,0.0,1.0,0.0,0.09,33.3,10.0,7.0,0.0,5.0,0.0,0.0,0.0,Perez,Orlando,CHV,CHV,Perez,Orlando,D,CHV,70000.0,70000.0,2007-08-31
112,Andrew Boyens,TOR,D,23.0,21.0,1825.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.05,25.0,2007,REG,0.0,1.0,0.0,0.05,50.0,33.0,18.0,0.0,4.0,2.0,0.0,0.0,Boyens,Andrew,TOR,TOR,Boyens,Andrew,D,TFC,30000.0,47500.0,2007-08-31
113,Chris Wondolowski,SJ,F,16.0,3.0,307.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,0.0,1.0,0.0,0.29,16.7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,Wondolowski,Chris,SJ,HOU,Wondolowski,Chris,M,HOU,30000.0,30000.0,2007-08-31
114,Hunter Freeman,NY,D,16.0,15.0,1342.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,0.07,16.7,2007,REG,1.0,1.0,0.0,0.07,66.7,21.0,19.0,0.0,2.0,0.0,0.0,0.0,Freeman,Hunter,NY,NY,Freeman,Hunter,D-M,NY,50600.0,60600.0,2007-08-31
115,Eloy Colombano,KC,M-F,10.0,1.0,310.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,1.0,1.0,0.0,0.29,16.7,3.0,5.0,4.0,1.0,0.0,0.0,0.0,Colombano,Eloy,KC,KC,Colombano,Eloy,F-M,KC,42000.0,42000.0,2007-08-31
117,Clarence Goodson,DAL,D,27.0,27.0,2297.0,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.04,11.1,2007,REG,0.0,1.0,0.0,0.04,55.6,36.0,37.0,0.0,6.0,0.0,0.0,0.0,Goodson,Clarence,DAL,DAL,Goodson,Clarence,D,DAL,48378.75,53378.75,2007-08-31
118,Kevin Goldthwaite,HOU,D,19.0,17.0,1466.0,1.0,1.0,11.0,6.0,1.0,1.0,0.0,0.06,9.1,2007,REG,0.0,1.0,0.0,0.06,54.5,21.0,20.0,0.0,4.0,1.0,0.0,0.0,Goldthwaite,Kevin,HOU,NY,Goldthwaite,Kevin,D,NY,30870.0,30870.0,2007-08-31
119,Joshua Gros,DC,M-D,22.0,22.0,1854.0,1.0,1.0,11.0,8.0,1.0,0.0,1.0,0.05,9.1,2007,REG,0.0,1.0,0.0,0.05,72.7,22.0,20.0,5.0,3.0,0.0,0.0,0.0,Gros,Joshua,DC,DC,Gros,Joshua,M,DC,72500.0,75000.0,2007-08-31
120,Jonathan Bornstein,CHV,D,23.0,23.0,2070.0,1.0,1.0,14.0,8.0,0.0,0.0,1.0,0.04,7.1,2007,REG,0.0,1.0,0.0,0.04,57.1,28.0,28.0,1.0,1.0,0.0,0.0,0.0,Bornstein,Jonathan,CHV,CHV,Bornstein,Jonathan,D,CHV,57500.0,57500.0,2007-08-31
121,Gonzalo Segares,CHI,D,27.0,27.0,2406.0,1.0,1.0,15.0,5.0,0.0,1.0,0.0,0.04,6.7,2007,REG,1.0,0.0,1.0,0.04,33.3,43.0,25.0,4.0,6.0,1.0,0.0,0.0,Segares,Gonzalo,CHI,CHI,Segares,Gonzalo,D,CHI,48300.0,50800.0,2007-08-31
122,Marcos Gonzalez,CLB,D,27.0,27.0,2356.0,1.0,1.0,21.0,5.0,0.0,0.0,1.0,0.04,4.8,2007,REG,0.0,0.0,1.0,0.04,23.8,43.0,21.0,0.0,4.0,1.0,0.0,0.0,Gonzalez,Marcos,CLB,CLB,Gonzalez,Marcos,D,CLB,156000.0,162250.0,2007-08-31
123,Nicolas Hernandez,COL,F,21.0,17.0,1474.0,1.0,1.0,29.0,7.0,1.0,0.0,1.0,0.06,3.4,2007,REG,0.0,1.0,0.0,0.06,24.1,28.0,19.0,7.0,0.0,0.0,0.0,0.0,Hernandez,Nicolas,COL,COL,Hernandez,Nicolas,F,COL,130000.0,132400.0,2007-08-31
124,Patrick Ianni,HOU,D-M,16.0,9.0,961.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.09,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,15.0,4.0,0.0,3.0,0.0,0.0,0.0,Ianni,Patrick,HOU,HOU,Ianni,Patrick,D,HOU,70000.0,103000.0,2007-08-31
126,Michael Parkhurst,ATL,D,25.0,25.0,2197.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.04,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,Parkhurst,Michael,ATL,NE,Parkhurst,Michael,D,NE,80575.0,93075.0,2007-08-31
127,Jeff Curtin,CHI,D,3.0,3.0,248.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.36,50.0,2007,REG,0.0,0.0,0.0,0.0,50.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,Curtin,Jeff,CHI,CHI,Curtin,Jeff,D,CHI,12900.0,12900.0,2007-08-31
128,Logan Pause,CHI,M,23.0,21.0,1905.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.05,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,25.0,20.0,0.0,1.0,0.0,0.0,0.0,Pause,Logan,CHI,CHI,Pause,Logan,M,CHI,69300.0,69300.0,2007-08-31
130,Matias Mantilla,RSL,D,10.0,9.0,828.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.11,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,13.0,5.0,0.0,6.0,0.0,0.0,0.0,Mantilla,Matias,RSL,RSL,Mantilla,Matias,D,RSL,48000.0,48000.0,2007-08-31
131,Floyd Franks,CHI,M,7.0,2.0,223.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.4,33.3,2007,REG,0.0,0.0,0.0,0.0,33.3,3.0,7.0,3.0,1.0,0.0,0.0,0.0,Franks,Floyd,CHI,CHI,Franks,Floyd,M,CHI,17700.0,17700.0,2007-08-31
132,Jerson Monteiro,CHI,F,5.0,1.0,154.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.58,33.3,2007,REG,0.0,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Monteiro,Jerson,CHI,CHI,Monteiro,Jerson,F,CHI,17700.0,17700.0,2007-08-31
133,Mike Petke,COL,D,24.0,24.0,2018.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.04,25.0,2007,REG,0.0,0.0,0.0,0.0,25.0,24.0,16.0,1.0,4.0,0.0,0.0,0.0,Petke,Mike,COL,COL,Petke,Mike,D,COL,126000.0,126000.0,2007-08-31
134,Eddie Pope,RSL,D,27.0,27.0,2248.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.04,20.0,2007,REG,0.0,0.0,0.0,0.0,20.0,24.0,27.0,0.0,2.0,0.0,0.0,0.0,Pope,Eddie,RSL,RSL,Pope,Eddie,D,RSL,265000.0,265000.0,2007-08-31
135,Rod Dyachenko,DC,M,14.0,4.0,378.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.24,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,22.0,1.0,3.0,3.0,0.0,0.0,0.0,Dyachenko,Rod,DC,DC,Dyachenko,Rod,M,DC,17700.0,17700.0,2007-08-31
138,Kevin Harmse,LA,M,17.0,13.0,1171.0,1.0,0.0,6.0,3.0,1.0,1.0,0.0,0.08,16.7,2007,REG,0.0,0.0,0.0,0.0,50.0,22.0,15.0,0.0,6.0,1.0,0.0,0.0,Harmse,Kevin,LA,LA,Harmse,Kevin,M,LA,40800.0,40800.0,2007-08-31
139,Ryan Cochrane,HOU,D,25.0,25.0,2059.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.04,16.7,2007,REG,0.0,0.0,0.0,0.0,16.7,55.0,13.0,0.0,6.0,1.0,0.0,0.0,Cochrane,Ryan,HOU,HOU,Cochrane,Ryan,D,HOU,51149.0,66149.0,2007-08-31
140,Ugo Ihemelu,COL,D,25.0,23.0,2017.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.04,14.3,2007,REG,0.0,0.0,0.0,0.0,57.1,40.0,34.0,0.0,4.0,2.0,0.0,0.0,Ihemelu,Ugo,COL,COL,Ihemelu,Ugo,D,COL,55000.0,55000.0,2007-08-31
141,Tyrone Marshall,LA,D,24.0,24.0,2159.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.04,10.0,2007,REG,0.0,0.0,0.0,0.0,10.0,34.0,16.0,0.0,5.0,1.0,0.0,0.0,Marshall,Tyrone,LA,TOR,Marshall,Tyrone,D,TFC,142000.0,149500.0,2007-08-31
142,Ezra Hendrickson,CLB,D,23.0,21.0,1851.0,1.0,0.0,11.0,5.0,1.0,1.0,0.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,45.5,30.0,5.0,1.0,3.0,1.0,0.0,0.0,Hendrickson,Ezra,CLB,CLB,Hendrickson,Ezra,D-M,CLB,76650.0,77900.0,2007-08-31
143,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Robinson,Dasan,CHI,CHI,Robinson,Dasan,D,CHI,42500.0,42500.0,2007-08-31
144,Jim Brennan,TOR,D,27.0,27.0,2430.0,1.0,0.0,13.0,5.0,0.0,0.0,1.0,0.04,7.7,2007,REG,0.0,0.0,0.0,0.0,38.5,31.0,13.0,1.0,6.0,0.0,0.0,0.0,Brennan,Jim,TOR,TOR,Brennan,Jim,D,TFC,150000.0,158000.0,2007-08-31
145,Jason Garey,CLB,F,11.0,5.0,447.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.2,7.7,2007,REG,0.0,0.0,0.0,0.0,46.2,6.0,2.0,5.0,1.0,0.0,0.0,0.0,Garey,Jason,CLB,CLB,Garey,Jason,F,CLB,41250.0,53750.0,2007-08-31
147,Jose Cancela,COL,M,11.0,5.0,611.0,1.0,0.0,15.0,8.0,0.0,0.0,1.0,0.15,6.7,2007,REG,0.0,0.0,0.0,0.0,53.3,6.0,24.0,1.0,0.0,0.0,1.0,1.0,Cancela,Jose,COL,COL,Cancela,Jose,M,COL,156000.0,156000.0,2007-08-31
148,Wells Thompson,NE,D,27.0,11.0,1215.0,1.0,0.0,16.0,7.0,0.0,1.0,0.0,0.07,6.3,2007,REG,0.0,0.0,0.0,0.0,43.8,26.0,36.0,2.0,6.0,0.0,0.0,0.0,Thompson,Wells,NE,NE,Thompson,Wells,M,NE,30000.0,30000.0,2007-08-31
149,Jay Heaps,NE,D,28.0,28.0,2475.0,1.0,0.0,16.0,8.0,0.0,0.0,1.0,0.04,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,31.0,37.0,1.0,5.0,0.0,0.0,0.0,Heaps,Jay,NE,NE,Heaps,Jay,D,NE,110000.0,113750.0,2007-08-31
150,Jacob Thomas,CLB,F,9.0,4.0,402.0,1.0,0.0,16.0,8.0,1.0,0.0,1.0,0.22,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,Thomas,Jacob,CLB,CLB,Thomas,Jacob,M,CLB,84000.0,87750.0,2007-08-31
151,Jacob Peterson,ATL,F,24.0,10.0,1118.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.08,4.2,2007,REG,0.0,0.0,0.0,0.0,41.7,8.0,21.0,5.0,1.0,0.0,0.0,0.0,Peterson,Jacob,ATL,COL,Peterson,Jacob,F,COL,70000.0,88750.0,2007-08-31
152,Terry Cooke,COL,M,29.0,28.0,2288.0,0.0,7.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,3.0,0.28,42.9,5.0,21.0,2.0,0.0,0.0,0.0,0.0,Cooke,Terry,COL,COL,Cooke,Terry,M,COL,147500.0,152500.0,2007-08-31
153,Richard Mulrooney,HOU,M,30.0,27.0,2521.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,2.0,3.0,0.18,33.3,18.0,44.0,0.0,2.0,0.0,0.0,0.0,Mulrooney,Richard,HOU,HOU,Mulrooney,Richard,M,HOU,220000.0,233200.0,2007-08-31
154,Peter Vagenas,LA,M,24.0,20.0,1786.0,0.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,5.0,0.0,0.25,23.1,25.0,21.0,0.0,2.0,0.0,0.0,0.0,Vagenas,Peter,LA,LA,Vagenas,Peter,M,LA,131250.0,131875.0,2007-08-31
155,Brian Carroll,DC,M,28.0,19.0,1801.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,1.0,0.2,14.3,39.0,15.0,1.0,7.0,0.0,0.0,0.0,Carroll,Brian,DC,DC,Carroll,Brian,M,DC,115000.0,118750.0,2007-08-31
156,Corey Ashe,HOU,M,22.0,6.0,811.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,0.0,0.44,40.0,5.0,14.0,5.0,2.0,0.0,0.0,0.0,Ashe,Corey,HOU,HOU,Ashe,Corey,M,HOU,30000.0,30000.0,2007-08-31
157,Ronnie O'Brien,TOR,M,13.0,13.0,1139.0,0.0,4.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,3.0,1.0,0.32,54.5,16.0,15.0,0.0,1.0,0.0,0.0,0.0,O'Brien,Ronnie,TOR,TOR,O'Brien,Ronnie,M,TFC,240000.0,258750.0,2007-08-31
158,Pablo Ricchetti,DAL,D-M,19.0,19.0,1600.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,0.0,0.17,33.3,31.0,18.0,0.0,7.0,0.0,0.0,0.0,Ricchetti,Pablo,DAL,DAL,Ricchetti,Pablo,M,DAL,120000.0,126625.0,2007-08-31
159,Chris Pozniak,TOR,D,22.0,16.0,1497.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,3.0,0.18,33.3,22.0,16.0,1.0,3.0,1.0,0.0,0.0,Pozniak,Chris,TOR,TOR,Pozniak,Chris,D,TFC,90000.0,95000.0,2007-08-31
160,Marvell Wynne,NY,D,23.0,22.0,1963.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,1.0,0.14,55.6,22.0,23.0,3.0,2.0,0.0,0.0,0.0,Wynne,Marvell,NY,TOR,Wynne,Marvell,D,TFC,47500.0,150000.0,2007-08-31
161,Frankie Hejduk,CLB,D,24.0,24.0,2160.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,1.0,0.13,30.0,31.0,25.0,2.0,5.0,0.0,0.0,0.0,Hejduk,Frankie,CLB,CLB,Hejduk,Frankie,D,CLB,150000.0,175000.0,2007-08-31
162,Claudio Reyna,NY,M,21.0,21.0,1723.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,2.0,0.16,21.4,35.0,18.0,1.0,2.0,0.0,0.0,0.0,Reyna,Claudio,NY,NY,Reyna,Claudio,M,NY,1000008.0,1250008.0,2007-08-31
163,Clyde Simms,DC,M,25.0,16.0,1505.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,1.0,2.0,0.18,46.7,20.0,6.0,0.0,1.0,0.0,0.0,0.0,Simms,Clyde,DC,DC,Simms,Clyde,M,DC,52500.0,53750.0,2007-08-31
164,Alex Zotinca,CHV,D,22.0,20.0,1667.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,1.0,0.16,40.0,34.0,17.0,2.0,6.0,1.0,0.0,0.0,Zotinca,Alex,CHV,CHV,Zotinca,Alex,D,CHV,67500.0,68750.0,2007-08-31
165,Ryan Raybould,KC,D-M,10.0,4.0,424.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.42,0.0,10.0,6.0,0.0,2.0,0.0,0.0,0.0,Raybould,Ryan,KC,KC,Raybould,Ryan,D-M,KC,30000.0,30000.0,2007-08-31
166,Marcelo Saragosa,DAL,M,13.0,10.0,800.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.23,33.3,33.0,17.0,0.0,4.0,1.0,0.0,0.0,Saragosa,Marcelo,DAL,DAL,Saragosa,Marcelo,M,DAL,67008.0,71883.0,2007-08-31
167,Wade Barrett,HOU,D,30.0,30.0,2649.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.07,66.7,11.0,9.0,2.0,2.0,0.0,0.0,0.0,Barrett,Wade,HOU,HOU,Barrett,Wade,D,HOU,141750.0,141750.0,2007-08-31
168,Chris Wingert,COL,D,22.0,16.0,1590.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,2.0,0.11,75.0,26.0,17.0,0.0,4.0,0.0,0.0,0.0,Wingert,Chris,COL,RSL,Wingert,Chris,D,RSL,54993.75,62493.75,2007-08-31
169,Craig Waibel,HOU,D,21.0,18.0,1639.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.11,28.6,27.0,11.0,0.0,1.0,0.0,0.0,0.0,Waibel,Craig,HOU,HOU,Waibel,Craig,D,HOU,85000.0,85000.0,2007-08-31
171,Chris Armas,CHI,M,25.0,24.0,2194.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.08,28.6,27.0,24.0,0.0,3.0,0.0,0.0,0.0,Armas,Chris,CHI,CHI,Armas,Chris,M,CHI,225000.0,225000.0,2007-08-31
172,David Beckham,LA,M,5.0,2.0,252.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,2.0,0.71,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,Beckham,David,LA,LA,Beckham,David,M,LA,5500000.08,6500000.04,2007-08-31
174,Seth Stammler,NY,M-D,29.0,28.0,2547.0,0.0,2.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,0.0,0.07,19.2,46.0,28.0,0.0,3.0,0.0,0.0,0.0,Stammler,Seth,NY,NY,Stammler,Seth,D,NY,30870.0,30870.0,2007-08-31
178,Rusty Pierce,CLB,D,21.0,19.0,1580.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.06,0.0,23.0,24.0,1.0,5.0,0.0,0.0,0.0,Pierce,Rusty,CLB,CLB,Pierce,Rusty,D,CLB,63000.0,64300.0,2007-08-31
180,Jack Stewart,RSL,D,13.0,12.0,1006.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.09,0.0,5.0,9.0,1.0,1.0,0.0,0.0,0.0,Stewart,Jack,RSL,RSL,Stewart,Jack,D,RSL,41081.25,48581.25,2007-08-31
181,Nick Garcia,KC,D,27.0,27.0,2420.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.04,50.0,32.0,24.0,0.0,4.0,0.0,0.0,0.0,Garcia,Nick,KC,KC,Garcia,Nick,D,KC,131250.0,136250.0,2007-08-31
182,Brad Evans,CLB,D-M,4.0,1.0,108.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.83,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Evans,Brad,CLB,CLB,Evans,Brad,F,CLB,17700.0,17700.0,2007-08-31
183,Avery John,NE,D,19.0,18.0,1559.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.06,50.0,25.0,22.0,0.0,4.0,0.0,0.0,0.0,John,Avery,NE,NE,John,Avery,D,NE,63000.0,63750.0,2007-08-31
184,Markus Schopp,NY,D-M,5.0,3.0,228.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.39,33.3,8.0,1.0,0.0,1.0,0.0,0.0,0.0,Schopp,Markus,NY,NY,Schopp,Markus,M,NY,175000.0,175000.0,2007-08-31
185,Chris Lancos,RSL,M-D,14.0,8.0,811.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.11,33.3,11.0,5.0,0.0,3.0,0.0,0.0,0.0,Lancos,Chris,RSL,RSL,Lancos,Chris,D,RSL,17700.0,17700.0,2007-08-31
186,Josh Tudela,LA,M,9.0,9.0,779.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.12,66.7,15.0,6.0,0.0,2.0,0.0,0.0,0.0,Tudela,Josh,LA,LA,Tudela,Josh,M,LA,17700.0,17700.0,2007-08-31
187,Abel Xavier,LA,D,10.0,10.0,900.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.1,0.0,7.0,10.0,0.0,3.0,0.0,0.0,0.0,Xavier,Abel,LA,LA,Xavier,Abel,D,LA,156000.0,156000.0,2007-08-31
