,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name,Club Name_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Club_Dup,Base Salary,Guaranteed Compensation,Date
575,Franco Niell,DC,F,7.0,3.0,279.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,1.0,0.0,0.32,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,Niell,Franco,DC,,,,,,,,
578,Tony Beltran,RSL,D,15.0,10.0,936.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,1.0,0.1,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,Beltran,Tony,RSL,,,,,,,,
582,Duilio Davino,DAL,D,23.0,22.0,1958.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,1.0,0.05,40.0,14.0,6.0,0.0,3.0,0.0,0.0,0.0,Davino,Duilio,DAL,,,,,,,,
585,Ricardinho,DAL,F,7.0,1.0,137.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2008,REG,1.0,0.0,1.0,0.66,50.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,,Ricardinho,DAL,,,,,,,,
601,Justin Moose,DC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moose,Justin,DC,,,,,,,,
602,Guy-Roland Kpene,HOU,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kpene,Guy-Roland,HOU,,,,,,,,
603,Ryan McMahen,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,McMahen,Ryan,KC,,,,,,,,
604,Dan Gargan,CHV,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gargan,Dan,CHV,,,,,,,,
605,Tyler Hemming,TOR,M,3.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Hemming,Tyler,TOR,,,,,,,,
606,Andrea Lombardo,TOR,F,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lombardo,Andrea,TOR,,,,,,,,
609,Alex Yi,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yi,Alex,DAL,,,,,,,,
613,Bruno Menezes,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Menezes,Bruno,CHI,,,,,,,,
617,Kevin Mesa,NY,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mesa,Kevin,NY,,,,,,,,
619,Eric Brunner,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brunner,Eric,NY,,,,,,,,
623,Jamie Watson,DAL,M,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Watson,Jamie,DAL,,,,,,,,
627,Mike Chabala,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chabala,Mike,HOU,,,,,,,,
628,John Michael Hayden,HOU,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Hayden,John,HOU,,,,,,,,
632,Chris Pozniak,CHV,D,4.0,3.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Pozniak,Chris,CHV,,,,,,,,
634,Olivier Tebily,TOR,D,4.0,3.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Tebily,Olivier,TOR,,,,,,,,
638,Jeff Curtin,DC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curtin,Jeff,DC,,,,,,,,
645,Chase Hilgenbrinck,NE,D,4.0,1.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Hilgenbrinck,Chase,NE,,,,,,,,
648,Michael Palacio,NY,M-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Palacio,Michael,NY,,,,,,,,
650,Michael Zaher,DC,D,3.0,2.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Zaher,Michael,DC,,,,,,,,
655,Guilherme So,CLB,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,So,Guilherme,CLB,,,,,,,,
660,Leonard Griffin,CLB,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Griffin,Leonard,CLB,,,,,,,,
669,Scott Campbell,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Campbell,Scott,COL,,,,,,,,
671,Amir Lowery,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowery,Amir,KC,,,,,,,,
676,Dane Murphy,DC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Murphy,Dane,DC,,,,,,,,
678,Lider Marmol,CHI,D,2.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Marmol,Lider,CHI,,,,,,,,
681,Rick Titus,TOR,D,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Titus,Rick,TOR,,,,,,,,
682,Diaz Kambere,TOR,D,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kambere,Diaz,TOR,,,,,,,,
691,James Georgeff,HOU,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgeff,James,HOU,,,,,,,,
692,Mikel Arce,SJ,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arce,Mikel,SJ,,,,,,,,
693,Matthew Britner,NE,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Britner,Matthew,NE,,,,,,,,
694,Greg Curry,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Curry,Greg,SJ,,,,,,,,
698,Ricky Schramm,NY,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Schramm,Ricky,NY,,,,,,,,
699,Adam Sloustcher,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sloustcher,Adam,SJ,,,,,,,,
701,Yomby William,KC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,William,Yomby,KC,,,,,,,,
704,Argenis Fernandez,NE,F,2.0,0.0,61.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Fernandez,Argenis,NE,,,,,,,,
706,Collin Samuel,TOR,F,1.0,1.0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,Samuel,Collin,TOR,,,,,,,,
715,Nicolas Hernandez,CLB,F,5.0,1.0,110.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hernandez,Nicolas,CLB,,,,,,,,
716,Tim Regan,TOR,D,1.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regan,Tim,TOR,,,,,,,,
728,Peguero Jean Philippe,SJ,F,3.0,1.0,122.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Jean Philippe,Peguero,SJ,,,,,,,,
733,Chris Megaloudis,NY,F,1.0,0.0,35.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Megaloudis,Chris,NY,,,,,,,,
735,Matias Cordoba,RSL,M,7.0,2.0,173.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Cordoba,Matias,RSL,,,,,,,,
740,Matias Mantilla,RSL,D,7.0,6.0,554.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,33.3,8.0,1.0,0.0,0.0,0.0,0.0,0.0,Mantilla,Matias,RSL,,,,,,,,
741,Eloy Colombano,KC,M-F,7.0,1.0,131.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Colombano,Eloy,KC,,,,,,,,
743,Nana Attakora,TOR,D,5.0,3.0,318.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,25.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Attakora,Nana,TOR,,,,,,,,
751,Mike Banner,CHI,M,11.0,2.0,288.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,80.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,Banner,Mike,CHI,,,,,,,,
755,Joe Franchino,LA,M,16.0,10.0,887.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,18.0,12.0,1.0,2.0,0.0,0.0,0.0,Franchino,Joe,LA,,,,,,,,
759,Claudio Reyna,NY,M,6.0,6.0,461.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,14.3,1.0,8.0,0.0,0.0,0.0,0.0,0.0,Reyna,Claudio,NY,,,,,,,,
772,Jeff Cunningham,DAL,F,28.0,23.0,1918.0,17.0,8.0,71.0,38.0,7.0,11.0,6.0,0.8,23.9,2009,REG,0.0,2.0,6.0,0.38,53.5,11.0,18.0,33.0,2.0,0.0,1.0,3.0,Cunningham,Jeff,DAL,,,,,,,,
776,Robbie Findley,RSL,F,27.0,18.0,1751.0,12.0,4.0,60.0,26.0,3.0,11.0,1.0,0.62,20.0,2009,REG,2.0,4.0,0.0,0.21,43.3,9.0,18.0,15.0,2.0,0.0,1.0,1.0,Findley,Robbie,RSL,,,,,,,,
779,Dwayne De Rosario,TOR,M,28.0,27.0,2444.0,11.0,6.0,80.0,36.0,2.0,6.0,5.0,0.41,13.8,2009,REG,0.0,2.0,4.0,0.22,45.0,34.0,35.0,43.0,5.0,0.0,0.0,1.0,De Rosario,Dwayne,TOR,,,,,,,,
791,Kheli Dube,NE,F,26.0,20.0,1720.0,8.0,0.0,49.0,24.0,4.0,5.0,3.0,0.42,16.3,2009,REG,0.0,0.0,0.0,0.0,49.0,35.0,31.0,15.0,4.0,0.0,0.0,0.0,Dube,Kheli,NE,,,,,,,,
795,Kenny Cooper,DAL,F,15.0,15.0,1331.0,7.0,1.0,52.0,29.0,2.0,5.0,2.0,0.47,13.5,2009,REG,0.0,0.0,1.0,0.07,55.8,15.0,23.0,10.0,2.0,0.0,2.0,2.0,Cooper,Kenny,DAL,,,,,,,,
824,Dave van den Bergh,DAL,M,30.0,30.0,2446.0,3.0,11.0,35.0,14.0,0.0,0.0,3.0,0.11,8.6,2009,REG,3.0,8.0,3.0,0.4,40.0,13.0,20.0,1.0,2.0,0.0,0.0,0.0,van den Bergh,Dave,DAL,,,,,,,,
830,Danny Dichio,TOR,F,19.0,6.0,760.0,3.0,2.0,17.0,8.0,2.0,3.0,0.0,0.36,17.6,2009,REG,1.0,2.0,0.0,0.24,47.1,14.0,13.0,11.0,2.0,0.0,0.0,0.0,Dichio,Danny,TOR,,,,,,,,
837,Jámison Olave,RSL,D,25.0,24.0,2039.0,3.0,0.0,12.0,8.0,1.0,3.0,0.0,0.13,25.0,2009,REG,0.0,0.0,0.0,0.0,66.7,34.0,15.0,1.0,6.0,3.0,0.0,0.0,Olave,Jámison,RSL,,,,,,,,
841,Freddie Ljungberg,SEA,M-F,22.0,21.0,1836.0,2.0,9.0,27.0,14.0,1.0,1.0,1.0,0.1,7.4,2009,REG,5.0,6.0,3.0,0.44,51.9,31.0,67.0,4.0,6.0,1.0,0.0,1.0,Ljungberg,Freddie,SEA,,,,,,,,
849,Nana Attakora,TOR,D,20.0,19.0,1652.0,2.0,4.0,8.0,5.0,1.0,2.0,0.0,0.11,25.0,2009,REG,2.0,3.0,1.0,0.22,62.5,10.0,11.0,0.0,2.0,0.0,0.0,0.0,Attakora,Nana,TOR,,,,,,,,
851,Fred,DC,M,23.0,17.0,1422.0,2.0,4.0,15.0,4.0,0.0,0.0,2.0,0.13,13.3,2009,REG,1.0,3.0,1.0,0.25,26.7,24.0,22.0,4.0,4.0,1.0,0.0,0.0,,Fred,DC,,,,,,,,
853,Mike Banner,CHI,M,22.0,8.0,942.0,2.0,3.0,10.0,4.0,0.0,1.0,1.0,0.19,20.0,2009,REG,1.0,1.0,2.0,0.29,40.0,6.0,17.0,2.0,1.0,0.0,0.0,0.0,Banner,Mike,CHI,,,,,,,,
879,Alberto Celades,NY,M,17.0,14.0,1203.0,1.0,4.0,10.0,3.0,0.0,0.0,1.0,0.07,10.0,2009,REG,1.0,4.0,0.0,0.3,30.0,16.0,15.0,0.0,2.0,0.0,0.0,0.0,Celades,Alberto,NY,,,,,,,,
887,Sébastien Le Toux,SEA,F,28.0,15.0,1457.0,1.0,3.0,27.0,12.0,0.0,1.0,0.0,0.06,3.7,2009,REG,1.0,3.0,0.0,0.19,44.4,7.0,14.0,11.0,0.0,0.0,0.0,0.0,Le Toux,Sébastien,SEA,,,,,,,,
902,A.J. DeLaGarza,HOU,D,22.0,21.0,1754.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.05,33.3,2009,REG,1.0,0.0,1.0,0.05,66.7,14.0,32.0,0.0,2.0,0.0,0.0,0.0,DeLaGarza,A.J.,HOU,,,,,,,,
904,Terry Cooke,COL,M,10.0,5.0,422.0,1.0,1.0,6.0,3.0,0.0,1.0,0.0,0.21,16.7,2009,REG,0.0,1.0,0.0,0.21,50.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Cooke,Terry,COL,,,,,,,,
905,Jhon Kennedy Hurtado,SEA,D,27.0,26.0,2334.0,1.0,1.0,7.0,2.0,0.0,0.0,1.0,0.04,14.3,2009,REG,1.0,1.0,0.0,0.04,28.6,33.0,25.0,0.0,8.0,0.0,0.0,0.0,Kennedy Hurtado,Jhon,SEA,,,,,,,,
925,Luis Miguel Escalada,RSL,F,5.0,1.0,126.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.71,25.0,2009,REG,0.0,0.0,0.0,0.0,50.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,Miguel Escalada,Luis,RSL,,,,,,,,
927,Matthew Mbuta,NY,M,10.0,2.0,280.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.32,25.0,2009,REG,0.0,0.0,0.0,0.0,25.0,4.0,0.0,5.0,0.0,0.0,1.0,1.0,Mbuta,Matthew,NY,,,,,,,,
931,Luis Landin,HOU,F,7.0,5.0,360.0,1.0,0.0,8.0,5.0,0.0,1.0,0.0,0.25,12.5,2009,REG,0.0,0.0,0.0,0.0,62.5,3.0,8.0,12.0,1.0,0.0,0.0,0.0,Landin,Luis,HOU,,,,,,,,
934,Jesus Padilla,CHV,M,11.0,10.0,712.0,1.0,0.0,10.0,2.0,0.0,0.0,1.0,0.13,10.0,2009,REG,0.0,0.0,0.0,0.0,20.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,Padilla,Jesus,CHV,,,,,,,,
937,Bobby Boswell,HOU,D,29.0,29.0,2565.0,1.0,0.0,16.0,4.0,0.0,0.0,1.0,0.04,6.3,2009,REG,0.0,0.0,0.0,0.0,25.0,29.0,13.0,1.0,7.0,0.0,0.0,0.0,Boswell,Bobby,HOU,,,,,,,,
946,Mike Chabala,HOU,D,15.0,12.0,1044.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,1.0,2.0,1.0,0.26,0.0,11.0,5.0,0.0,4.0,1.0,0.0,0.0,Chabala,Mike,HOU,,,,,,,,
955,Hérculez Gómez,KC,F,26.0,20.0,1569.0,0.0,3.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,1.0,2.0,0.17,37.5,25.0,31.0,2.0,3.0,0.0,0.0,0.0,Gómez,Hérculez,KC,,,,,,,,
969,Jair Benítez,DAL,D,13.0,13.0,1155.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,1.0,1.0,0.0,0.08,0.0,10.0,22.0,0.0,2.0,0.0,0.0,0.0,Benítez,Jair,DAL,,,,,,,,
970,Eric Denton,SJ,D,11.0,9.0,803.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,1.0,0.11,50.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,Denton,Eric,SJ,,,,,,,,
971,Abdus Ibrahim,TOR,F,6.0,2.0,204.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,1.0,0.44,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Ibrahim,Abdus,TOR,,,,,,,,
976,Bakary Soumare,CHI,D,16.0,16.0,1364.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,1.0,0.07,66.7,18.0,6.0,0.0,5.0,1.0,0.0,0.0,Soumare,Bakary,CHI,,,,,,,,
1007,Michael Dello-Russo,DAL,D-M,2.0,2.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Dello-Russo,Michael,DAL,,,,,,,,
1008,John Michael Hayden,HOU,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Hayden,John,HOU,,,,,,,,
1009,Argenis Fernandez,NE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fernandez,Argenis,NE,,,,,,,,
1013,Oscar Echeverry,NY,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Echeverry,Oscar,NY,,,,,,,,
1018,Nelson Pizarro,KC,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pizarro,Nelson,KC,,,,,,,,
1023,Ryan Miller,DC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Miller,Ryan,DC,,,,,,,,
1025,Ian Joy,RSL,D,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Joy,Ian,RSL,,,,,,,,
1026,Ivan Guerrero,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guerrero,Ivan,COL,,,,,,,,
1031,Johann Smith,TOR,M,4.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Smith,Johann,TOR,,,,,,,,
1038,Gregory Richardson,COL,F,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Richardson,Gregory,COL,,,,,,,,
1039,Walter Garcia,NY,D,1.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Garcia,Walter,NY,,,,,,,,
1047,David Myrie,CHI,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myrie,David,CHI,,,,,,,,
1050,Kevin Forrest,SEA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Forrest,Kevin,SEA,,,,,,,,
1052,Nelson González,RSL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,González,Nelson,RSL,,,,,,,,
1053,Fabio da Silva,SJ,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,da Silva,Fabio,SJ,,,,,,,,
1055,Amadou Sanyang,TOR,D,7.0,3.0,311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,12.0,5.0,0.0,2.0,1.0,0.0,0.0,Sanyang,Amadou,TOR,,,,,,,,
1056,Leonardo González,SEA,D,11.0,11.0,979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0,González,Leonardo,SEA,,,,,,,,
1058,Anthony Peters,DC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Peters,Anthony,DC,,,,,,,,
1062,Leo Krupnik,NY,D,3.0,2.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,REG,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,Krupnik,Leo,NY,,,,,,,,
