,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,First Name,Last Name,Club_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Base Salary,Guaranteed Compensation
89,Drew Moor,TOR,D,28.0,28.0,2495.0,2.0,0.0,7.0,3.0,1.0,2.0,0.0,0.07,28.6,2007,REG,0.0,0.0,0.0,0.0,42.9,17.0,30.0,1.0,3.0,0.0,0.0,0.0,Drew,Moor,DAL,Moor,Drew,D,53350.0,65850.0
90,Kyle Brown,RSL,F,8.0,3.0,286.0,2.0,0.0,7.0,4.0,1.0,1.0,1.0,0.63,28.6,2007,REG,0.0,0.0,0.0,0.0,57.1,6.0,1.0,3.0,0.0,0.0,0.0,0.0,Kyle,Brown,RSL,Brown,Kyle,F,17700.0,17700.0
91,Chad Marshall,SEA,D,12.0,11.0,1020.0,2.0,0.0,8.0,3.0,0.0,0.0,2.0,0.18,25.0,2007,REG,0.0,0.0,0.0,0.0,37.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,Chad,Marshall,CLB,Marshall,Chad,D,100000.0,123000.0
92,Omar Cummings,COL,F,11.0,0.0,182.0,2.0,0.0,10.0,6.0,1.0,1.0,1.0,0.99,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,Omar,Cummings,COL,Cummings,Omar,F,30000.0,30000.0
93,Kei Kamara,VAN,F,17.0,4.0,475.0,2.0,0.0,16.0,7.0,1.0,2.0,0.0,0.38,12.5,2007,REG,0.0,0.0,0.0,0.0,43.8,11.0,12.0,5.0,0.0,0.0,0.0,0.0,Kei,Kamara,CLB,Kamara,Kei,F,33000.0,43000.0
94,Paulo Wanchope,CHI,F,12.0,10.0,932.0,2.0,0.0,26.0,13.0,1.0,0.0,2.0,0.19,7.7,2007,REG,0.0,0.0,0.0,0.0,50.0,20.0,15.0,10.0,2.0,0.0,0.0,0.0,Paulo,Wanchope,CHI,Wanchope,Paulo,F,240000.0,267500.0
95,Dax McCarty,CHI,M,25.0,18.0,1604.0,1.0,7.0,13.0,5.0,0.0,0.0,1.0,0.06,7.7,2007,REG,2.0,4.0,3.0,0.39,38.5,12.0,46.0,0.0,0.0,0.0,0.0,0.0,Dax,McCarty,DAL,McCarty,Dax,M,33000.0,45500.0
96,Carlos Marinelli,KC ,M,26.0,19.0,1674.0,1.0,5.0,42.0,21.0,0.0,0.0,1.0,0.05,2.4,2007,REG,1.0,2.0,3.0,0.27,50.0,41.0,41.0,1.0,7.0,0.0,1.0,2.0,Carlos,Marinelli,KC,Marinelli,Carlos,M,165000.0,165000.0
97,Duncan Oughton,CLB,D,19.0,13.0,1231.0,1.0,4.0,9.0,5.0,0.0,0.0,1.0,0.07,11.1,2007,REG,0.0,2.0,2.0,0.29,55.6,17.0,26.0,1.0,3.0,0.0,0.0,0.0,Duncan,Oughton,CLB,Oughton,Duncan,D,72000.0,72000.0
98,Marc Burch,MIN,D,18.0,15.0,1362.0,1.0,3.0,9.0,3.0,0.0,1.0,0.0,0.07,11.1,2007,REG,1.0,1.0,2.0,0.2,33.3,21.0,12.0,1.0,3.0,0.0,0.0,0.0,Marc,Burch,DC,Burch,Marc,D,30000.0,30000.0
99,Andy Welsh,TOR,M,20.0,16.0,1335.0,1.0,3.0,14.0,10.0,1.0,1.0,0.0,0.07,7.1,2007,REG,1.0,3.0,0.0,0.2,71.4,19.0,29.0,4.0,2.0,0.0,0.0,0.0,Andy,Welsh,,,,,,
100,Andy Williams,RSL,M,24.0,12.0,1277.0,1.0,3.0,19.0,9.0,0.0,1.0,0.0,0.07,5.3,2007,REG,0.0,1.0,2.0,0.21,47.4,29.0,32.0,3.0,1.0,1.0,0.0,0.0,Andy,Williams,RSL,Williams,Andy,F,70008.0,70008.0
101,Brian Mullan,HOU,D,28.0,28.0,2407.0,1.0,3.0,19.0,6.0,1.0,1.0,0.0,0.04,5.3,2007,REG,1.0,3.0,0.0,0.11,31.6,33.0,55.0,11.0,4.0,0.0,0.0,0.0,Brian,Mullan,HOU,Mullan,Brian,M,125000.0,125000.0
102,Chris Gbandi,DAL,D,21.0,19.0,1700.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,0.05,20.0,2007,REG,0.0,1.0,1.0,0.11,60.0,24.0,11.0,2.0,7.0,1.0,0.0,0.0,Chris,Gbandi,DAL,Gbandi,Chris,D,100000.0,103750.0
103,Lawson Vaughn,CHV,D,24.0,22.0,1901.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,0.05,20.0,2007,REG,2.0,2.0,0.0,0.09,60.0,27.0,19.0,1.0,6.0,1.0,0.0,0.0,Lawson,Vaughn,CHV,Vaughn,Lawson,D,30000.0,30000.0
104,Javier Morales,RSL,M,7.0,5.0,369.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.24,16.7,2007,REG,0.0,1.0,1.0,0.49,50.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,Javier,Morales,RSL,Morales,Javier,M,120000.0,120000.0
105,Nicholas Addlery,DC ,F,11.0,4.0,455.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,0.2,11.1,2007,REG,1.0,1.0,1.0,0.4,22.2,11.0,8.0,10.0,1.0,0.0,0.0,0.0,Nicholas,Addlery,DC,Addlery,Nicholas,F,36000.0,36000.0
106,Facundo Erpen,COL,D,26.0,25.0,2056.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,0.04,9.1,2007,REG,0.0,2.0,0.0,0.09,18.2,42.0,23.0,0.0,6.0,1.0,0.0,0.0,Facundo,Erpen,COL,Erpen,Facundo,D,115000.0,115000.0
107,Ivan Guerrero,CHI,M,19.0,16.0,1490.0,1.0,2.0,12.0,5.0,1.0,0.0,1.0,0.06,8.3,2007,REG,1.0,1.0,1.0,0.12,41.7,11.0,25.0,3.0,0.0,0.0,0.0,0.0,Ivan,Guerrero,CHI,Guerrero,Ivan,D-M,160000.0,187500.0
108,Laurent Merlin,CHV,F,22.0,7.0,804.0,1.0,2.0,15.0,8.0,0.0,1.0,0.0,0.11,6.7,2007,REG,0.0,0.0,2.0,0.22,53.3,19.0,28.0,8.0,1.0,0.0,0.0,0.0,Laurent,Merlin,CHV,Merlin,Laurent,M,60000.0,60000.0
109,Freddy Adu,RSL,F,11.0,10.0,899.0,1.0,2.0,24.0,12.0,0.0,0.0,1.0,0.1,4.2,2007,REG,0.0,1.0,1.0,0.2,50.0,11.0,25.0,6.0,1.0,0.0,1.0,1.0,Freddy,Adu,,,,,,
110,Mehdi Ballouchy,COL,M,23.0,22.0,1853.0,1.0,2.0,35.0,10.0,0.0,0.0,1.0,0.05,2.9,2007,REG,1.0,1.0,1.0,0.1,28.6,40.0,39.0,5.0,8.0,1.0,0.0,0.0,Mehdi,Ballouchy,COL,Ballouchy,Mehdi,M,70000.0,88000.0
111,Orlando Perez,CHV,D,15.0,12.0,1033.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.09,33.3,2007,REG,0.0,1.0,0.0,0.09,33.3,10.0,7.0,0.0,5.0,0.0,0.0,0.0,Orlando,Perez,CHV,Perez,Orlando,D,70000.0,70000.0
112,Andrew Boyens,TOR,D,23.0,21.0,1825.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.05,25.0,2007,REG,0.0,1.0,0.0,0.05,50.0,33.0,18.0,0.0,4.0,2.0,0.0,0.0,Andrew,Boyens,TFC,Boyens,Andrew,D,30000.0,47500.0
113,Chris Wondolowski,SJ,F,16.0,3.0,307.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,0.0,1.0,0.0,0.29,16.7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,Chris,Wondolowski,HOU,Wondolowski,Chris,M,30000.0,30000.0
114,Hunter Freeman,NY ,D,16.0,15.0,1342.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,0.07,16.7,2007,REG,1.0,1.0,0.0,0.07,66.7,21.0,19.0,0.0,2.0,0.0,0.0,0.0,Hunter,Freeman,NY,Freeman,Hunter,D-M,50600.0,60600.0
115,Eloy Colombano,KC ,M-F,10.0,1.0,310.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,1.0,1.0,0.0,0.29,16.7,3.0,5.0,4.0,1.0,0.0,0.0,0.0,Eloy,Colombano,KC,Colombano,Eloy,F-M,42000.0,42000.0
116,Willian Oliveira,CHI,M,8.0,4.0,381.0,1.0,1.0,7.0,4.0,0.0,1.0,0.0,0.24,14.3,2007,REG,0.0,1.0,0.0,0.24,57.1,1.0,6.0,3.0,0.0,0.0,0.0,0.0,Willian,Oliveira,,,,,,
117,Clarence Goodson,DAL,D,27.0,27.0,2297.0,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.04,11.1,2007,REG,0.0,1.0,0.0,0.04,55.6,36.0,37.0,0.0,6.0,0.0,0.0,0.0,Clarence,Goodson,DAL,Goodson,Clarence,D,48378.75,53378.75
118,Kevin Goldthwaite,HOU,D,19.0,17.0,1466.0,1.0,1.0,11.0,6.0,1.0,1.0,0.0,0.06,9.1,2007,REG,0.0,1.0,0.0,0.06,54.5,21.0,20.0,0.0,4.0,1.0,0.0,0.0,Kevin,Goldthwaite,NY,Goldthwaite,Kevin,D,30870.0,30870.0
119,Joshua Gros,DC ,M-D,22.0,22.0,1854.0,1.0,1.0,11.0,8.0,1.0,0.0,1.0,0.05,9.1,2007,REG,0.0,1.0,0.0,0.05,72.7,22.0,20.0,5.0,3.0,0.0,0.0,0.0,Joshua,Gros,DC,Gros,Joshua,M,72500.0,75000.0
120,Jonathan Bornstein,CHV,D,23.0,23.0,2070.0,1.0,1.0,14.0,8.0,0.0,0.0,1.0,0.04,7.1,2007,REG,0.0,1.0,0.0,0.04,57.1,28.0,28.0,1.0,1.0,0.0,0.0,0.0,Jonathan,Bornstein,CHV,Bornstein,Jonathan,D,57500.0,57500.0
121,Gonzalo Segares,CHI,D,27.0,27.0,2406.0,1.0,1.0,15.0,5.0,0.0,1.0,0.0,0.04,6.7,2007,REG,1.0,0.0,1.0,0.04,33.3,43.0,25.0,4.0,6.0,1.0,0.0,0.0,Gonzalo,Segares,CHI,Segares,Gonzalo,D,48300.0,50800.0
122,Marcos Gonzalez,CLB,D,27.0,27.0,2356.0,1.0,1.0,21.0,5.0,0.0,0.0,1.0,0.04,4.8,2007,REG,0.0,0.0,1.0,0.04,23.8,43.0,21.0,0.0,4.0,1.0,0.0,0.0,Marcos,Gonzalez,CLB,Gonzalez,Marcos,D,156000.0,162250.0
123,Nicolas Hernandez,COL,F,21.0,17.0,1474.0,1.0,1.0,29.0,7.0,1.0,0.0,1.0,0.06,3.4,2007,REG,0.0,1.0,0.0,0.06,24.1,28.0,19.0,7.0,0.0,0.0,0.0,0.0,Nicolas,Hernandez,COL,Hernandez,Nicolas,F,130000.0,132400.0
124,Patrick Ianni,HOU,D-M,16.0,9.0,961.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.09,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,15.0,4.0,0.0,3.0,0.0,0.0,0.0,Patrick,Ianni,HOU,Ianni,Patrick,D,70000.0,103000.0
125,Sal Caccavale,NY ,M,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,45.0,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sal,Caccavale,,,,,,
126,Michael Parkhurst,ATL,D,25.0,25.0,2197.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.04,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,Michael,Parkhurst,NE,Parkhurst,Michael,D,80575.0,93075.0
127,Jeff Curtin,CHI,D,3.0,3.0,248.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.36,50.0,2007,REG,0.0,0.0,0.0,0.0,50.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,Jeff,Curtin,CHI,Curtin,Jeff,D,12900.0,12900.0
128,Logan Pause,CHI,M,23.0,21.0,1905.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.05,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,25.0,20.0,0.0,1.0,0.0,0.0,0.0,Logan,Pause,CHI,Pause,Logan,M,69300.0,69300.0
129,John Thorrington,CHI,M,2.0,0.0,31.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.9,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,John,Thorrington,,,,,,
130,Matias Mantilla,RSL,D,10.0,9.0,828.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.11,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,13.0,5.0,0.0,6.0,0.0,0.0,0.0,Matias,Mantilla,RSL,Mantilla,Matias,D,48000.0,48000.0
131,Floyd Franks,CHI,M,7.0,2.0,223.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.4,33.3,2007,REG,0.0,0.0,0.0,0.0,33.3,3.0,7.0,3.0,1.0,0.0,0.0,0.0,Floyd,Franks,CHI,Franks,Floyd,M,17700.0,17700.0
132,Jerson Monteiro,CHI,F,5.0,1.0,154.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.58,33.3,2007,REG,0.0,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Jerson,Monteiro,CHI,Monteiro,Jerson,F,17700.0,17700.0
133,Mike Petke,COL,D,24.0,24.0,2018.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.04,25.0,2007,REG,0.0,0.0,0.0,0.0,25.0,24.0,16.0,1.0,4.0,0.0,0.0,0.0,Mike,Petke,COL,Petke,Mike,D,126000.0,126000.0
134,Eddie Pope,RSL,D,27.0,27.0,2248.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.04,20.0,2007,REG,0.0,0.0,0.0,0.0,20.0,24.0,27.0,0.0,2.0,0.0,0.0,0.0,Eddie,Pope,RSL,Pope,Eddie,D,265000.0,265000.0
135,Rod Dyachenko,DC ,M,14.0,4.0,378.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.24,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,22.0,1.0,3.0,3.0,0.0,0.0,0.0,Rod,Dyachenko,DC,Dyachenko,Rod,M,17700.0,17700.0
136,Matt Taylor,CHV,F,11.0,0.0,156.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,0.58,20.0,2007,REG,0.0,0.0,0.0,0.0,100.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,Matt,Taylor,,,,,,
137,Miguel Canizalez,TOR,D,12.0,3.0,413.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.22,20.0,2007,REG,0.0,0.0,0.0,0.0,20.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,Miguel,Canizalez,,,,,,
138,Kevin Harmse,LA ,M,17.0,13.0,1171.0,1.0,0.0,6.0,3.0,1.0,1.0,0.0,0.08,16.7,2007,REG,0.0,0.0,0.0,0.0,50.0,22.0,15.0,0.0,6.0,1.0,0.0,0.0,Kevin,Harmse,LA,Harmse,Kevin,M,40800.0,40800.0
139,Ryan Cochrane,HOU,D,25.0,25.0,2059.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.04,16.7,2007,REG,0.0,0.0,0.0,0.0,16.7,55.0,13.0,0.0,6.0,1.0,0.0,0.0,Ryan,Cochrane,HOU,Cochrane,Ryan,D,51149.0,66149.0
140,Ugo Ihemelu,COL,D,25.0,23.0,2017.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.04,14.3,2007,REG,0.0,0.0,0.0,0.0,57.1,40.0,34.0,0.0,4.0,2.0,0.0,0.0,Ugo,Ihemelu,COL,Ihemelu,Ugo,D,55000.0,55000.0
141,Tyrone Marshall,LA ,D,24.0,24.0,2159.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.04,10.0,2007,REG,0.0,0.0,0.0,0.0,10.0,34.0,16.0,0.0,5.0,1.0,0.0,0.0,Tyrone,Marshall,TFC,Marshall,Tyrone,D,142000.0,149500.0
142,Ezra Hendrickson,CLB,D,23.0,21.0,1851.0,1.0,0.0,11.0,5.0,1.0,1.0,0.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,45.5,30.0,5.0,1.0,3.0,1.0,0.0,0.0,Ezra,Hendrickson,CLB,Hendrickson,Ezra,D-M,76650.0,77900.0
143,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Dasan,Robinson,CHI,Robinson,Dasan,D,42500.0,42500.0
144,Jim Brennan,TOR,D,27.0,27.0,2430.0,1.0,0.0,13.0,5.0,0.0,0.0,1.0,0.04,7.7,2007,REG,0.0,0.0,0.0,0.0,38.5,31.0,13.0,1.0,6.0,0.0,0.0,0.0,Jim,Brennan,TFC,Brennan,Jim,D,150000.0,158000.0
145,Jason Garey,CLB,F,11.0,5.0,447.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.2,7.7,2007,REG,0.0,0.0,0.0,0.0,46.2,6.0,2.0,5.0,1.0,0.0,0.0,0.0,Jason,Garey,CLB,Garey,Jason,F,41250.0,53750.0
146,Denilson,DAL,M,8.0,7.0,606.0,1.0,0.0,14.0,4.0,1.0,1.0,0.0,0.15,7.1,2007,REG,0.0,0.0,0.0,0.0,28.6,10.0,21.0,2.0,3.0,0.0,1.0,1.0,Denilson,,,,,,,
147,Jose Cancela,COL,M,11.0,5.0,611.0,1.0,0.0,15.0,8.0,0.0,0.0,1.0,0.15,6.7,2007,REG,0.0,0.0,0.0,0.0,53.3,6.0,24.0,1.0,0.0,0.0,1.0,1.0,Jose,Cancela,COL,Cancela,Jose,M,156000.0,156000.0
148,Wells Thompson,NE ,D,27.0,11.0,1215.0,1.0,0.0,16.0,7.0,0.0,1.0,0.0,0.07,6.3,2007,REG,0.0,0.0,0.0,0.0,43.8,26.0,36.0,2.0,6.0,0.0,0.0,0.0,Wells,Thompson,NE,Thompson,Wells,M,30000.0,30000.0
149,Jay Heaps,NE ,D,28.0,28.0,2475.0,1.0,0.0,16.0,8.0,0.0,0.0,1.0,0.04,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,31.0,37.0,1.0,5.0,0.0,0.0,0.0,Jay,Heaps,NE,Heaps,Jay,D,110000.0,113750.0
150,Jacob Thomas,CLB,F,9.0,4.0,402.0,1.0,0.0,16.0,8.0,1.0,0.0,1.0,0.22,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,Jacob,Thomas,CLB,Thomas,Jacob,M,84000.0,87750.0
151,Jacob Peterson,ATL,F,24.0,10.0,1118.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.08,4.2,2007,REG,0.0,0.0,0.0,0.0,41.7,8.0,21.0,5.0,1.0,0.0,0.0,0.0,Jacob,Peterson,COL,Peterson,Jacob,F,70000.0,88750.0
152,Terry Cooke,COL,M,29.0,28.0,2288.0,0.0,7.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,3.0,0.28,42.9,5.0,21.0,2.0,0.0,0.0,0.0,0.0,Terry,Cooke,COL,Cooke,Terry,M,147500.0,152500.0
153,Richard Mulrooney,HOU,M,30.0,27.0,2521.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,2.0,3.0,0.18,33.3,18.0,44.0,0.0,2.0,0.0,0.0,0.0,Richard,Mulrooney,HOU,Mulrooney,Richard,M,220000.0,233200.0
154,Peter Vagenas,LA ,M,24.0,20.0,1786.0,0.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,5.0,0.0,0.25,23.1,25.0,21.0,0.0,2.0,0.0,0.0,0.0,Peter,Vagenas,LA,Vagenas,Peter,M,131250.0,131875.0
155,Brian Carroll,DC ,M,28.0,19.0,1801.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,1.0,0.2,14.3,39.0,15.0,1.0,7.0,0.0,0.0,0.0,Brian,Carroll,DC,Carroll,Brian,M,115000.0,118750.0
156,Corey Ashe,HOU,M,22.0,6.0,811.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,0.0,0.44,40.0,5.0,14.0,5.0,2.0,0.0,0.0,0.0,Corey,Ashe,HOU,Ashe,Corey,M,30000.0,30000.0
157,Ronnie O'Brien,TOR,M,13.0,13.0,1139.0,0.0,4.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,3.0,1.0,0.32,54.5,16.0,15.0,0.0,1.0,0.0,0.0,0.0,Ronnie,O'Brien,TFC,O'Brien,Ronnie,M,240000.0,258750.0
158,Pablo Ricchetti,DAL,D-M,19.0,19.0,1600.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,0.0,0.17,33.3,31.0,18.0,0.0,7.0,0.0,0.0,0.0,Pablo,Ricchetti,DAL,Ricchetti,Pablo,M,120000.0,126625.0
159,Chris Pozniak,TOR,D,22.0,16.0,1497.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,3.0,0.18,33.3,22.0,16.0,1.0,3.0,1.0,0.0,0.0,Chris,Pozniak,TFC,Pozniak,Chris,D,90000.0,95000.0
160,Marvell Wynne,NY ,D,23.0,22.0,1963.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,1.0,0.14,55.6,22.0,23.0,3.0,2.0,0.0,0.0,0.0,Marvell,Wynne,TFC,Wynne,Marvell,D,47500.0,150000.0
161,Frankie Hejduk,CLB,D,24.0,24.0,2160.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,1.0,0.13,30.0,31.0,25.0,2.0,5.0,0.0,0.0,0.0,Frankie,Hejduk,CLB,Hejduk,Frankie,D,150000.0,175000.0
162,Claudio Reyna,NY ,M,21.0,21.0,1723.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,2.0,0.16,21.4,35.0,18.0,1.0,2.0,0.0,0.0,0.0,Claudio,Reyna,NY,Reyna,Claudio,M,1000008.0,1250008.0
163,Clyde Simms,DC ,M,25.0,16.0,1505.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,1.0,2.0,0.18,46.7,20.0,6.0,0.0,1.0,0.0,0.0,0.0,Clyde,Simms,DC,Simms,Clyde,M,52500.0,53750.0
164,Alex Zotinca,CHV,D,22.0,20.0,1667.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,1.0,0.16,40.0,34.0,17.0,2.0,6.0,1.0,0.0,0.0,Alex,Zotinca,CHV,Zotinca,Alex,D,67500.0,68750.0
165,Ryan Raybould,KC ,D-M,10.0,4.0,424.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.42,0.0,10.0,6.0,0.0,2.0,0.0,0.0,0.0,Ryan,Raybould,KC,Raybould,Ryan,D-M,30000.0,30000.0
166,Marcelo Saragosa,DAL,M,13.0,10.0,800.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.23,33.3,33.0,17.0,0.0,4.0,1.0,0.0,0.0,Marcelo,Saragosa,DAL,Saragosa,Marcelo,M,67008.0,71883.0
167,Wade Barrett,HOU,D,30.0,30.0,2649.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.07,66.7,11.0,9.0,2.0,2.0,0.0,0.0,0.0,Wade,Barrett,HOU,Barrett,Wade,D,141750.0,141750.0
168,Chris Wingert,COL,D,22.0,16.0,1590.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,2.0,0.11,75.0,26.0,17.0,0.0,4.0,0.0,0.0,0.0,Chris,Wingert,RSL,Wingert,Chris,D,54993.75,62493.75
169,Craig Waibel,HOU,D,21.0,18.0,1639.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.11,28.6,27.0,11.0,0.0,1.0,0.0,0.0,0.0,Craig,Waibel,HOU,Waibel,Craig,D,85000.0,85000.0
170,Bobby Boswell,DC ,D,23.0,22.0,1963.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,0.0,0.09,28.6,42.0,4.0,0.0,5.0,1.0,0.0,0.0,Bobby,Boswell,,,,,,
171,Chris Armas,CHI,M,25.0,24.0,2194.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.08,28.6,27.0,24.0,0.0,3.0,0.0,0.0,0.0,Chris,Armas,CHI,Armas,Chris,M,225000.0,225000.0
172,David Beckham,LA ,M,5.0,2.0,252.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,2.0,0.71,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,David,Beckham,LA,Beckham,David,M,5500000.08,6500000.04
173,Guy-Roland Kpene,DC ,F,15.0,8.0,626.0,0.0,2.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.29,66.7,17.0,10.0,8.0,2.0,0.0,0.0,0.0,Guy-Roland,Kpene,,,,,,
174,Seth Stammler,NY ,M-D,29.0,28.0,2547.0,0.0,2.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,0.0,0.07,19.2,46.0,28.0,0.0,3.0,0.0,0.0,0.0,Seth,Stammler,NY,Stammler,Seth,D,30870.0,30870.0
175,Taylor Graham,NY ,D,5.0,3.0,335.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.27,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,Taylor,Graham,,,,,,
176,Kasali Yinka Casal,DC ,M,4.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.87,0.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,Kasali,Yinka Casal,,,,,,
177,Mike Randolph,LA ,D,19.0,15.0,1451.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,0.0,1.0,0.06,0.0,7.0,18.0,0.0,3.0,0.0,0.0,0.0,Mike,Randolph,,,,,,
178,Rusty Pierce,CLB,D,21.0,19.0,1580.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.06,0.0,23.0,24.0,1.0,5.0,0.0,0.0,0.0,Rusty,Pierce,CLB,Pierce,Rusty,D,63000.0,64300.0
