,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,Year,Season,GWA,HmA,RdA,A/90min,SOG%,FC,FS,OFF,YC,RC,Club_Dup,Last Name,First Name,POS_Dup,Base Salary,Guaranteed Compensation,Date
120,Jonathan Bornstein,CHV,D,23,23,2070,1,1,14,8,0,0/0,0,1,0.04,7.1,2007,REG,0,1,0,0.04,57.1,28,28,1,1,0,CHV,Bornstein,Jonathan,D,"$57,500.00","$57,500.00",2007-08-31
121,Gonzalo Segares,CHI,D,27,27,2406,1,1,15,5,0,0/0,1,0,0.04,6.7,2007,REG,1,0,1,0.04,33.3,43,25,4,6,1,CHI,Segares,Gonzalo,D,"$48,300.00","$50,800.00",2007-08-31
122,Marcos Gonzalez,CLB,D,27,27,2356,1,1,21,5,0,0/0,0,1,0.04,4.8,2007,REG,0,0,1,0.04,23.8,43,21,0,4,1,CLB,Gonzalez,Marcos,D,"$156,000.00","$162,250.00",2007-08-31
123,Nicolas Hernandez,COL,F,21,17,1474,1,1,29,7,1,0/0,0,1,0.06,3.4,2007,REG,0,1,0,0.06,24.1,28,19,7,0,0,COL,Hernandez,Nicolas,F,"$130,000.00","$132,400.00",2007-08-31
124,Patrick Ianni,HOU,D-M,16,9,961,1,0,1,1,1,0/0,0,1,0.09,100.0,2007,REG,0,0,0,0.00,100.0,15,4,0,3,0,HOU,Ianni,Patrick,D,"$70,000.00","$103,000.00",2007-08-31
125,Sal Caccavale,NY ,M,1,0,2,1,0,1,1,0,0/0,1,0,45.00,100.0,2007,REG,0,0,0,0.00,100.0,0,0,0,0,0,,,,,,,
126,Michael Parkhurst,ATL,D,25,25,2197,1,0,1,1,0,0/0,0,1,0.04,100.0,2007,REG,0,0,0,0.00,100.0,5,10,0,0,0,NE,Parkhurst,Michael,D,"$80,575.00","$93,075.00",2007-08-31
127,Jeff Curtin,CHI,D,3,3,248,1,0,2,1,0,0/0,1,0,0.36,50.0,2007,REG,0,0,0,0.00,50.0,3,1,0,3,1,CHI,Curtin,Jeff,D,"$12,900.00","$12,900.00",2007-08-31
128,Logan Pause,CHI,M,23,21,1905,1,0,2,2,1,0/0,1,0,0.05,50.0,2007,REG,0,0,0,0.00,100.0,25,20,0,1,0,CHI,Pause,Logan,M,"$69,300.00","$69,300.00",2007-08-31
129,John Thorrington,CHI,M,2,0,31,1,0,2,2,1,0/0,1,0,2.90,50.0,2007,REG,0,0,0,0.00,100.0,1,0,0,0,0,,,,,,,
130,Matias Mantilla,RSL,D,10,9,828,1,0,2,2,0,0/0,1,0,0.11,50.0,2007,REG,0,0,0,0.00,100.0,13,5,0,6,0,RSL,Mantilla,Matias,D,"$48,000.00","$48,000.00",2007-08-31
131,Floyd Franks,CHI,M,7,2,223,1,0,3,1,0,0/0,0,1,0.40,33.3,2007,REG,0,0,0,0.00,33.3,3,7,3,1,0,CHI,Franks,Floyd,M,"$17,700.00","$17,700.00",2007-08-31
132,Jerson Monteiro,CHI,F,5,1,154,1,0,3,3,0,0/0,0,1,0.58,33.3,2007,REG,0,0,0,0.00,100.0,3,0,1,0,0,CHI,Monteiro,Jerson,F,"$17,700.00","$17,700.00",2007-08-31
133,Mike Petke,COL,D,24,24,2018,1,0,4,1,0,0/0,1,0,0.04,25.0,2007,REG,0,0,0,0.00,25.0,24,16,1,4,0,COL,Petke,Mike,D,"$126,000.00","$126,000.00",2007-08-31
134,Eddie Pope,RSL,D,27,27,2248,1,0,5,1,1,0/0,0,1,0.04,20.0,2007,REG,0,0,0,0.00,20.0,24,27,0,2,0,RSL,Pope,Eddie,D,"$265,000.00","$265,000.00",2007-08-31
135,Rod Dyachenko,DC ,M,14,4,378,1,0,5,3,0,0/0,1,0,0.24,20.0,2007,REG,0,0,0,0.00,60.0,22,1,3,3,0,DC,Dyachenko,Rod,M,"$17,700.00","$17,700.00",2007-08-31
136,Matt Taylor,CHV,F,11,0,156,1,0,5,5,0,0/0,1,0,0.58,20.0,2007,REG,0,0,0,0.00,100.0,2,3,3,0,0,,,,,,,
137,Miguel Canizalez,TOR,D,12,3,413,1,0,5,1,0,0/0,1,0,0.22,20.0,2007,REG,0,0,0,0.00,20.0,4,4,2,0,0,,,,,,,
138,Kevin Harmse,LA ,M,17,13,1171,1,0,6,3,1,0/0,1,0,0.08,16.7,2007,REG,0,0,0,0.00,50.0,22,15,0,6,1,LA,Harmse,Kevin,M,"$40,800.00","$40,800.00",2007-08-31
139,Ryan Cochrane,HOU,D,25,25,2059,1,0,6,1,0,0/0,0,1,0.04,16.7,2007,REG,0,0,0,0.00,16.7,55,13,0,6,1,HOU,Cochrane,Ryan,D,"$51,149.00","$66,149.00",2007-08-31
140,Ugo Ihemelu,COL,D,25,23,2017,1,0,7,4,0,0/0,0,1,0.04,14.3,2007,REG,0,0,0,0.00,57.1,40,34,0,4,2,COL,Ihemelu,Ugo,D,"$55,000.00","$55,000.00",2007-08-31
141,Tyrone Marshall,LA ,D,24,24,2159,1,0,10,1,0,0/0,1,0,0.04,10.0,2007,REG,0,0,0,0.00,10.0,34,16,0,5,1,TFC,Marshall,Tyrone,D,"$142,000.00","$149,500.00",2007-08-31
142,Ezra Hendrickson,CLB,D,23,21,1851,1,0,11,5,1,0/0,1,0,0.05,9.1,2007,REG,0,0,0,0.00,45.5,30,5,1,3,1,CLB,Hendrickson,Ezra,D-M,"$76,650.00","$77,900.00",2007-08-31
143,Dasan Robinson,CHI,D,23,21,1819,1,0,11,3,0,0/0,0,1,0.05,9.1,2007,REG,0,0,0,0.00,27.3,35,34,2,4,0,CHI,Robinson,Dasan,D,"$42,500.00","$42,500.00",2007-08-31
144,Jim Brennan,TOR,D,27,27,2430,1,0,13,5,0,0/0,0,1,0.04,7.7,2007,REG,0,0,0,0.00,38.5,31,13,1,6,0,TFC,Brennan,Jim,D,"$150,000.00","$158,000.00",2007-08-31
145,Jason Garey,CLB,F,11,5,447,1,0,13,6,0,0/0,0,1,0.20,7.7,2007,REG,0,0,0,0.00,46.2,6,2,5,1,0,CLB,Garey,Jason,F,"$41,250.00","$53,750.00",2007-08-31
146,Denilson,DAL,M,8,7,606,1,0,14,4,1,1/1,1,0,0.15,7.1,2007,REG,0,0,0,0.00,28.6,10,21,2,3,0,,,,,,,
147,Jose Cancela,COL,M,11,5,611,1,0,15,8,0,1/1,0,1,0.15,6.7,2007,REG,0,0,0,0.00,53.3,6,24,1,0,0,COL,Cancela,Jose,M,"$156,000.00","$156,000.00",2007-08-31
148,Wells Thompson,NE ,D,27,11,1215,1,0,16,7,0,0/0,1,0,0.07,6.3,2007,REG,0,0,0,0.00,43.8,26,36,2,6,0,NE,Thompson,Wells,M,"$30,000.00","$30,000.00",2007-08-31
149,Jay Heaps,NE ,D,28,28,2475,1,0,16,8,0,0/0,0,1,0.04,6.3,2007,REG,0,0,0,0.00,50.0,31,37,1,5,0,NE,Heaps,Jay,D,"$110,000.00","$113,750.00",2007-08-31
150,Jacob Thomas,CLB,F,9,4,402,1,0,16,8,1,0/0,0,1,0.22,6.3,2007,REG,0,0,0,0.00,50.0,4,8,4,0,0,CLB,Thomas,Jacob,M,"$84,000.00","$87,750.00",2007-08-31
151,Jacob Peterson,ATL,F,24,10,1118,1,0,24,10,0,0/0,0,1,0.08,4.2,2007,REG,0,0,0,0.00,41.7,8,21,5,1,0,COL,Peterson,Jacob,F,"$70,000.00","$88,750.00",2007-08-31
152,Terry Cooke,COL,M,29,28,2288,0,7,21,9,0,0/0,0,0,0.00,0.0,2007,REG,2,4,3,0.28,42.9,5,21,2,0,0,COL,Cooke,Terry,M,"$147,500.00","$152,500.00",2007-08-31
153,Richard Mulrooney,HOU,M,30,27,2521,0,5,9,3,0,0/0,0,0,0.00,0.0,2007,REG,2,2,3,0.18,33.3,18,44,0,2,0,HOU,Mulrooney,Richard,M,"$220,000.00","$233,200.00",2007-08-31
154,Peter Vagenas,LA ,M,24,20,1786,0,5,13,3,0,0/0,0,0,0.00,0.0,2007,REG,1,5,0,0.25,23.1,25,21,0,2,0,LA,Vagenas,Peter,M,"$131,250.00","$131,875.00",2007-08-31
155,Brian Carroll,DC ,M,28,19,1801,0,4,7,1,0,0/0,0,0,0.00,0.0,2007,REG,1,3,1,0.20,14.3,39,15,1,7,0,DC,Carroll,Brian,M,"$115,000.00","$118,750.00",2007-08-31
156,Corey Ashe,HOU,M,22,6,811,0,4,10,4,0,0/0,0,0,0.00,0.0,2007,REG,2,4,0,0.44,40.0,5,14,5,2,0,HOU,Ashe,Corey,M,"$30,000.00","$30,000.00",2007-08-31
157,Ronnie O'Brien,TOR,M,13,13,1139,0,4,22,12,0,0/0,0,0,0.00,0.0,2007,REG,2,3,1,0.32,54.5,16,15,0,1,0,TFC,O'Brien,Ronnie,M,"$240,000.00","$258,750.00",2007-08-31
158,Pablo Ricchetti,DAL,D-M,19,19,1600,0,3,6,2,0,0/0,0,0,0.00,0.0,2007,REG,1,3,0,0.17,33.3,31,18,0,7,0,DAL,Ricchetti,Pablo,M,"$120,000.00","$126,625.00",2007-08-31
159,Chris Pozniak,TOR,D,22,16,1497,0,3,9,3,0,0/0,0,0,0.00,0.0,2007,REG,0,0,3,0.18,33.3,22,16,1,3,1,TFC,Pozniak,Chris,D,"$90,000.00","$95,000.00",2007-08-31
160,Marvell Wynne,NY ,D,23,22,1963,0,3,9,5,0,0/0,0,0,0.00,0.0,2007,REG,0,2,1,0.14,55.6,22,23,3,2,0,TFC,Wynne,Marvell,D,"$47,500.00","$150,000.00",2007-08-31
161,Frankie Hejduk,CLB,D,24,24,2160,0,3,10,3,0,0/0,0,0,0.00,0.0,2007,REG,1,2,1,0.13,30.0,31,25,2,5,0,CLB,Hejduk,Frankie,D,"$150,000.00","$175,000.00",2007-08-31
162,Claudio Reyna,NY ,M,21,21,1723,0,3,14,3,0,0/0,0,0,0.00,0.0,2007,REG,1,1,2,0.16,21.4,35,18,1,2,0,NY,Reyna,Claudio,M,"$1,000,008.00","$1,250,008.00",2007-08-31
163,Clyde Simms,DC ,M,25,16,1505,0,3,15,7,0,0/0,0,0,0.00,0.0,2007,REG,2,1,2,0.18,46.7,20,6,0,1,0,DC,Simms,Clyde,M,"$52,500.00","$53,750.00",2007-08-31
164,Alex Zotinca,CHV,D,22,20,1667,0,3,15,6,0,0/0,0,0,0.00,0.0,2007,REG,1,2,1,0.16,40.0,34,17,2,6,1,CHV,Zotinca,Alex,D,"$67,500.00","$68,750.00",2007-08-31
165,Ryan Raybould,KC ,D-M,10,4,424,0,2,1,0,0,0/0,0,0,0.00,0.0,2007,REG,1,1,1,0.42,0.0,10,6,0,2,0,KC,Raybould,Ryan,D-M,"$30,000.00","$30,000.00",2007-08-31
166,Marcelo Saragosa,DAL,M,13,10,800,0,2,3,1,0,0/0,0,0,0.00,0.0,2007,REG,1,1,1,0.23,33.3,33,17,0,4,1,DAL,Saragosa,Marcelo,M,"$67,008.00","$71,883.00",2007-08-31
167,Wade Barrett,HOU,D,30,30,2649,0,2,3,2,0,0/0,0,0,0.00,0.0,2007,REG,1,1,1,0.07,66.7,11,9,2,2,0,HOU,Barrett,Wade,D,"$141,750.00","$141,750.00",2007-08-31
168,Chris Wingert,COL,D,22,16,1590,0,2,4,3,0,0/0,0,0,0.00,0.0,2007,REG,0,0,2,0.11,75.0,26,17,0,4,0,RSL,Wingert,Chris,D,"$54,993.75","$62,493.75",2007-08-31
169,Craig Waibel,HOU,D,21,18,1639,0,2,7,2,0,0/0,0,0,0.00,0.0,2007,REG,0,1,1,0.11,28.6,27,11,0,1,0,HOU,Waibel,Craig,D,"$85,000.00","$85,000.00",2007-08-31
170,Bobby Boswell,DC ,D,23,22,1963,0,2,7,2,0,0/0,0,0,0.00,0.0,2007,REG,1,2,0,0.09,28.6,42,4,0,5,1,,,,,,,
171,Chris Armas,CHI,M,25,24,2194,0,2,7,2,0,0/0,0,0,0.00,0.0,2007,REG,0,1,1,0.08,28.6,27,24,0,3,0,CHI,Armas,Chris,M,"$225,000.00","$225,000.00",2007-08-31
172,David Beckham,LA ,M,5,2,252,0,2,8,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,2,0.71,0.0,2,7,0,0,0,LA,Beckham,David,M,"$5,500,000.08","$6,500,000.04",2007-08-31
173,Guy-Roland Kpene,DC ,F,15,8,626,0,2,18,12,0,0/0,0,0,0.00,0.0,2007,REG,0,1,1,0.29,66.7,17,10,8,2,0,,,,,,,
174,Seth Stammler,NY ,M-D,29,28,2547,0,2,26,5,0,0/0,0,0,0.00,0.0,2007,REG,0,2,0,0.07,19.2,46,28,0,3,0,NY,Stammler,Seth,D,"$30,870.00","$30,870.00",2007-08-31
175,Taylor Graham,NY ,D,5,3,335,0,1,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.27,0.0,5,4,0,0,0,,,,,,,
176,Kasali Yinka Casal,DC ,M,4,0,104,0,1,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,1,0.87,0.0,8,3,1,1,0,,,,,,,
177,Mike Randolph,LA ,D,19,15,1451,0,1,1,0,0,0/0,0,0,0.00,0.0,2007,REG,1,0,1,0.06,0.0,7,18,0,3,0,,,,,,,
178,Rusty Pierce,CLB,D,21,19,1580,0,1,1,0,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.06,0.0,23,24,1,5,0,CLB,Pierce,Rusty,D,"$63,000.00","$64,300.00",2007-08-31
179,Rodrigo López,CHV,M,5,0,62,0,1,1,0,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,1.45,0.0,1,1,0,0,0,,,,,,,
180,Jack Stewart,RSL,D,13,12,1006,0,1,2,0,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.09,0.0,5,9,1,1,0,RSL,Stewart,Jack,D,"$41,081.25","$48,581.25",2007-08-31
181,Nick Garcia,KC ,D,27,27,2420,0,1,2,1,0,0/0,0,0,0.00,0.0,2007,REG,1,1,0,0.04,50.0,32,24,0,4,0,KC,Garcia,Nick,D,"$131,250.00","$136,250.00",2007-08-31
182,Brad Evans,CLB,D-M,4,1,108,0,1,2,1,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.83,50.0,1,1,0,0,0,CLB,Evans,Brad,F,"$17,700.00","$17,700.00",2007-08-31
183,Avery John,NE ,D,19,18,1559,0,1,2,1,0,0/0,0,0,0.00,0.0,2007,REG,0,0,1,0.06,50.0,25,22,0,4,0,NE,John,Avery,D,"$63,000.00","$63,750.00",2007-08-31
184,Markus Schopp,NY ,D-M,5,3,228,0,1,3,1,0,0/0,0,0,0.00,0.0,2007,REG,0,0,1,0.39,33.3,8,1,0,1,0,NY,Schopp,Markus,M,"$175,000.00","$175,000.00",2007-08-31
185,Chris Lancos,RSL,M-D,14,8,811,0,1,3,1,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.11,33.3,11,5,0,3,0,RSL,Lancos,Chris,D,"$17,700.00","$17,700.00",2007-08-31
186,Josh Tudela,LA ,M,9,9,779,0,1,3,2,0,0/0,0,0,0.00,0.0,2007,REG,1,1,0,0.12,66.7,15,6,0,2,0,LA,Tudela,Josh,M,"$17,700.00","$17,700.00",2007-08-31
187,Abel Xavier,LA ,D,10,10,900,0,1,4,0,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.10,0.0,7,10,0,3,0,LA,Xavier,Abel,D,"$156,000.00","$156,000.00",2007-08-31
188,Sinisa Ubiparipovic,NY ,F-M,12,0,232,0,1,4,2,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.39,50.0,2,4,0,0,0,NY,Ubiparipovic,Sinisa,F-M,"$17,700.00","$17,700.00",2007-08-31
189,Ricardinho,DAL,F,8,3,279,0,1,5,2,0,0/0,0,0,0.00,0.0,2007,REG,1,0,1,0.32,40.0,5,7,3,0,0,,,,,,,
190,Wilman Conde,CHI,D,7,7,595,0,1,6,5,0,0/0,0,0,0.00,0.0,2007,REG,1,0,1,0.15,83.3,8,4,0,3,1,CHI,Conde,Wilman,D,"$144,000.00","$151,500.00",2007-08-31
191,Kyle Veris,LA ,D,8,6,542,0,1,6,2,0,0/0,0,0,0.00,0.0,2007,REG,1,1,0,0.17,33.3,8,4,0,3,0,LA,Veris,Kyle,D,"$17,700.00","$17,700.00",2007-08-31
192,Atiba Harris,RSL,D,21,13,1257,0,1,8,4,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.07,50.0,45,22,8,5,0,RSL,Harris,Atiba,F,"$30,000.00","$30,000.00",2007-08-31
193,Pablo Mastroeni,COL,M,23,21,1864,0,1,9,0,0,0/0,0,0,0.00,0.0,2007,REG,1,1,0,0.05,0.0,46,24,0,7,1,COL,Mastroeni,Pablo,M-D,"$280,000.00","$298,000.00",2007-08-31
194,Thiago,CHI,M,13,5,568,0,1,10,3,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.16,30.0,4,4,2,3,0,,,,,,,
195,Diego Gutierrez,CHI,D,23,22,1890,0,1,10,6,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.05,60.0,33,24,0,7,1,CHI,Gutierrez,Diego,M,"$126,500.00","$126,500.00",2007-08-31
196,Jeff Parke,NY ,D,28,26,2246,0,1,10,4,0,0/0,0,0,0.00,0.0,2007,REG,0,0,1,0.04,40.0,24,23,0,2,0,NY,Parke,Jeff,D,"$47,250.00","$48,500.00",2007-08-31
197,Ricardo Virtuoso,CLB,F,8,5,451,0,1,11,4,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.20,36.4,11,14,5,1,0,CLB,Virtuoso,Ricardo,M,"$60,000.00","$102,000.00",2007-08-31
198,Danny O'Rourke,CLB,D,27,27,2426,0,1,11,1,0,0/0,0,0,0.00,0.0,2007,REG,0,0,1,0.04,9.1,46,33,0,6,1,CLB,O'Rourke,Danny,M,"$46,331.25","$56,331.25",2007-08-31
199,Kelly Gray,HOU,D-M,15,13,1195,0,1,14,4,0,0/0,0,0,0.00,0.0,2007,REG,1,1,0,0.08,28.6,9,5,1,1,0,LA,Gray,Kelly,M-D,"$85,000.00","$85,000.00",2007-08-31
200,Justin Mapp,CHI,M,13,10,808,0,1,15,8,0,0/0,0,0,0.00,0.0,2007,REG,1,1,0,0.11,53.3,7,22,3,0,0,CHI,Mapp,Justin,M,"$130,000.00","$136,000.00",2007-08-31
201,Andrea Lombardo,TOR,F,16,6,726,0,1,17,9,0,0/0,0,0,0.00,0.0,2007,REG,0,1,0,0.12,52.9,32,24,18,2,0,TFC,Lombardo,Andrea,F,"$30,000.00","$30,000.00",2007-08-31
202,Jordan Harvey,LFC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,Harvey,Jordan,D,"$17,700.00","$17,700.00",2007-08-31
203,Stephen Keel,COL,D,4,1,177,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,2,1,0,1,0,COL,Keel,Stephen,D,"$17,700.00","$17,700.00",2007-08-31
204,David Guzman,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,TFC,Guzman,David,M,"$12,900.00","$12,900.00",2007-08-31
205,Yherland McDonald,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
206,Tim Regan,NY ,D,3,2,142,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,2,3,0,0,0,,,,,,,
207,Rich Asante,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
208,Stephen Lumley,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,TFC,Lumley,Stephen,D,"$12,900.00","$12,900.00",2007-08-31
209,Nick LaBrocca,COL,M,2,1,67,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,LaBrocca,Nick,M,"$12,900.00","$12,900.00",2007-08-31
210,John DiRaimondo,COL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,COL,DiRaimondo,John,M,"$12,900.00","$12,900.00",2007-08-31
211,Abdus Ibrahim,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Ibrahim,Abdus,F,"$50,000.00","$83,000.00",2007-08-31
212,Andrew Daniels,DAL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Daniels,Andrew,D,"$12,900.00","$12,900.00",2007-08-31
213,Bobby Burling,CHV,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,CHV,Burling,Bobby,F-D,"$12,900.00","$12,900.00",2007-08-31
214,Joey Worthen,RSL,F-M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
215,Julian Nash,HOU,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
216,Erik Ustruck,HOU,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Ustruck,Erik,M,"$12,900.00","$12,900.00",2007-08-31
217,Nick Hatzke,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Hatzke,Nick,M,"$12,900.00","$12,900.00",2007-08-31
218,Mike Chabala,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Chabala,Mike,M,"$17,700.00","$17,700.00",2007-08-31
219,John Michael Hayden,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
220,Mpho Moloi,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Moloi,Mpho,M,"$17,700.00","$17,700.00",2007-08-31
221,Michael Dello-Russo,DAL,D-M,1,1,90,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Dello-Russo,Michael,D,"$12,900.00","$12,900.00",2007-08-31
222,Blake Wagner,DAL,D-M,1,1,90,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Wagner,Blake,D,"$33,000.00","$45,500.00",2007-08-31
223,Anthony Wallace,DAL,D,1,1,69,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,2,0,0,0,0,DAL,Wallace,Anthony,M,"$45,000.00","$78,000.00",2007-08-31
224,Tommy Krizanovic,DAL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
225,Scott Jones,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Jones,Scott,M,"$12,900.00","$12,900.00",2007-08-31
226,Eric Ebert,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Ebert,Eric,M,"$12,900.00","$12,900.00",2007-08-31
227,Mike Sambursky,HOU,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
228,Ben Hunter,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,CLB,Hunter,Ben,F,"$12,900.00","$12,900.00",2007-08-31
229,Aaron Chandler,CLB,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
230,Bryan Arguez,DC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Arguez,Bryan,M-D,"$45,000.00","$76,200.00",2007-08-31
231,Brandon Moss,CLB,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,CLB,Moss,Brandon,M,"$17,700.00","$17,700.00",2007-08-31
232,Jed Zayner,CLB,D,2,0,20,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,CLB,Zayner,Jed,D,"$33,000.00","$40,500.00",2007-08-31
233,Jeff Carroll,DC ,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Carroll,Jeff,M-D,"$12,900.00","$12,900.00",2007-08-31
234,John Wilson,DC ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
235,Brad North,DC ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,North,Brad,F,"$12,900.00","$12,900.00",2007-08-31
236,Ryan McMahen,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,KC,McMahen,Ryan,M,"$30,000.00","$30,000.00",2007-08-31
237,Jamil Walker,DC ,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Walker,Jamil,M-F,"$30,870.00","$30,870.00",2007-08-31
238,Kiki Willis,DC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
239,Will John,KC ,M-F,3,0,26,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,1,0,0,0,0,KC,John,Will,M-F,"$33,075.00","$40,575.00",2007-08-31
240,Aaron Hohlbein,KC ,D,5,4,360,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,6,6,0,1,0,KC,Hohlbein,Aaron,M-D,"$30,000.00","$30,000.00",2007-08-31
241,A.J. Godbolt,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
242,Lance Watson,KC ,D,2,0,23,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,1,0,0,0,KC,Watson,Lance,M,"$17,700.00","$17,700.00",2007-08-31
243,Edson Elcock,KC ,M-F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,KC,Elcock,Edson,M-F,"$17,700.00","$17,700.00",2007-08-31
244,Matt Groenwald,KC ,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2007,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
