,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
103,Lawson Vaughn,CHV,D,24.0,22.0,1901.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,0.05,20.0,2007,REG,2.0,2.0,0.0,0.09,60.0,27.0,19.0,1.0,6.0,1.0,0.0,0.0,Vaughn,Lawson,30000.0,30000.0,2007-08-31
104,Javier Morales,RSL,M,7.0,5.0,369.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.24,16.7,2007,REG,0.0,1.0,1.0,0.49,50.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,Morales,Javier,120000.0,120000.0,2007-08-31
105,Nicholas Addlery,DC ,F,11.0,4.0,455.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,0.2,11.1,2007,REG,1.0,1.0,1.0,0.4,22.2,11.0,8.0,10.0,1.0,0.0,0.0,0.0,,,,,
106,Facundo Erpen,COL,D,26.0,25.0,2056.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,0.04,9.1,2007,REG,0.0,2.0,0.0,0.09,18.2,42.0,23.0,0.0,6.0,1.0,0.0,0.0,Erpen,Facundo,115000.0,115000.0,2007-08-31
107,Ivan Guerrero,CHI,M,19.0,16.0,1490.0,1.0,2.0,12.0,5.0,1.0,0.0,1.0,0.06,8.3,2007,REG,1.0,1.0,1.0,0.12,41.7,11.0,25.0,3.0,0.0,0.0,0.0,0.0,,,,,
108,Laurent Merlin,CHV,F,22.0,7.0,804.0,1.0,2.0,15.0,8.0,0.0,1.0,0.0,0.11,6.7,2007,REG,0.0,0.0,2.0,0.22,53.3,19.0,28.0,8.0,1.0,0.0,0.0,0.0,,,,,
109,Freddy Adu,RSL,F,11.0,10.0,899.0,1.0,2.0,24.0,12.0,0.0,0.0,1.0,0.1,4.2,2007,REG,0.0,1.0,1.0,0.2,50.0,11.0,25.0,6.0,1.0,0.0,1.0,1.0,,,,,
110,Mehdi Ballouchy,COL,M,23.0,22.0,1853.0,1.0,2.0,35.0,10.0,0.0,0.0,1.0,0.05,2.9,2007,REG,1.0,1.0,1.0,0.1,28.6,40.0,39.0,5.0,8.0,1.0,0.0,0.0,Ballouchy,Mehdi,70000.0,88000.0,2007-08-31
111,Orlando Perez,CHV,D,15.0,12.0,1033.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.09,33.3,2007,REG,0.0,1.0,0.0,0.09,33.3,10.0,7.0,0.0,5.0,0.0,0.0,0.0,Perez,Orlando,70000.0,70000.0,2007-08-31
112,Andrew Boyens,TOR,D,23.0,21.0,1825.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.05,25.0,2007,REG,0.0,1.0,0.0,0.05,50.0,33.0,18.0,0.0,4.0,2.0,0.0,0.0,,,,,
113,Chris Wondolowski,SJ,F,16.0,3.0,307.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,0.0,1.0,0.0,0.29,16.7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,,,,,
114,Hunter Freeman,NY ,D,16.0,15.0,1342.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,0.07,16.7,2007,REG,1.0,1.0,0.0,0.07,66.7,21.0,19.0,0.0,2.0,0.0,0.0,0.0,,,,,
115,Eloy Colombano,KC ,M-F,10.0,1.0,310.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,1.0,1.0,0.0,0.29,16.7,3.0,5.0,4.0,1.0,0.0,0.0,0.0,,,,,
116,Willian Oliveira,CHI,M,8.0,4.0,381.0,1.0,1.0,7.0,4.0,0.0,1.0,0.0,0.24,14.3,2007,REG,0.0,1.0,0.0,0.24,57.1,1.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,,
117,Clarence Goodson,DAL,D,27.0,27.0,2297.0,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.04,11.1,2007,REG,0.0,1.0,0.0,0.04,55.6,36.0,37.0,0.0,6.0,0.0,0.0,0.0,Goodson,Clarence,48378.75,53378.75,2007-08-31
118,Kevin Goldthwaite,HOU,D,19.0,17.0,1466.0,1.0,1.0,11.0,6.0,1.0,1.0,0.0,0.06,9.1,2007,REG,0.0,1.0,0.0,0.06,54.5,21.0,20.0,0.0,4.0,1.0,0.0,0.0,,,,,
119,Joshua Gros,DC ,M-D,22.0,22.0,1854.0,1.0,1.0,11.0,8.0,1.0,0.0,1.0,0.05,9.1,2007,REG,0.0,1.0,0.0,0.05,72.7,22.0,20.0,5.0,3.0,0.0,0.0,0.0,,,,,
120,Jonathan Bornstein,CHV,D,23.0,23.0,2070.0,1.0,1.0,14.0,8.0,0.0,0.0,1.0,0.04,7.1,2007,REG,0.0,1.0,0.0,0.04,57.1,28.0,28.0,1.0,1.0,0.0,0.0,0.0,Bornstein,Jonathan,57500.0,57500.0,2007-08-31
121,Gonzalo Segares,CHI,D,27.0,27.0,2406.0,1.0,1.0,15.0,5.0,0.0,1.0,0.0,0.04,6.7,2007,REG,1.0,0.0,1.0,0.04,33.3,43.0,25.0,4.0,6.0,1.0,0.0,0.0,Segares,Gonzalo,48300.0,50800.0,2007-08-31
122,Marcos Gonzalez,CLB,D,27.0,27.0,2356.0,1.0,1.0,21.0,5.0,0.0,0.0,1.0,0.04,4.8,2007,REG,0.0,0.0,1.0,0.04,23.8,43.0,21.0,0.0,4.0,1.0,0.0,0.0,Gonzalez,Marcos,156000.0,162250.0,2007-08-31
123,Nicolas Hernandez,COL,F,21.0,17.0,1474.0,1.0,1.0,29.0,7.0,1.0,0.0,1.0,0.06,3.4,2007,REG,0.0,1.0,0.0,0.06,24.1,28.0,19.0,7.0,0.0,0.0,0.0,0.0,Hernandez,Nicolas,130000.0,132400.0,2007-08-31
124,Patrick Ianni,HOU,D-M,16.0,9.0,961.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.09,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,15.0,4.0,0.0,3.0,0.0,0.0,0.0,,,,,
125,Sal Caccavale,NY ,M,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,45.0,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
126,Michael Parkhurst,ATL,D,25.0,25.0,2197.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.04,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,,,,,
127,Jeff Curtin,CHI,D,3.0,3.0,248.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.36,50.0,2007,REG,0.0,0.0,0.0,0.0,50.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,Curtin,Jeff,12900.0,12900.0,2007-08-31
128,Logan Pause,CHI,M,23.0,21.0,1905.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.05,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,25.0,20.0,0.0,1.0,0.0,0.0,0.0,Pause,Logan,69300.0,69300.0,2007-08-31
129,John Thorrington,CHI,M,2.0,0.0,31.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,2.9,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
130,Matias Mantilla,RSL,D,10.0,9.0,828.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.11,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,13.0,5.0,0.0,6.0,0.0,0.0,0.0,Mantilla,Matias,48000.0,48000.0,2007-08-31
131,Floyd Franks,CHI,M,7.0,2.0,223.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.4,33.3,2007,REG,0.0,0.0,0.0,0.0,33.3,3.0,7.0,3.0,1.0,0.0,0.0,0.0,Franks,Floyd,17700.0,17700.0,2007-08-31
132,Jerson Monteiro,CHI,F,5.0,1.0,154.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.58,33.3,2007,REG,0.0,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Monteiro,Jerson,17700.0,17700.0,2007-08-31
133,Mike Petke,COL,D,24.0,24.0,2018.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.04,25.0,2007,REG,0.0,0.0,0.0,0.0,25.0,24.0,16.0,1.0,4.0,0.0,0.0,0.0,Petke,Mike,126000.0,126000.0,2007-08-31
134,Eddie Pope,RSL,D,27.0,27.0,2248.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.04,20.0,2007,REG,0.0,0.0,0.0,0.0,20.0,24.0,27.0,0.0,2.0,0.0,0.0,0.0,Pope,Eddie,265000.0,265000.0,2007-08-31
135,Rod Dyachenko,DC ,M,14.0,4.0,378.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.24,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,22.0,1.0,3.0,3.0,0.0,0.0,0.0,,,,,
136,Matt Taylor,CHV,F,11.0,0.0,156.0,1.0,0.0,5.0,5.0,0.0,1.0,0.0,0.58,20.0,2007,REG,0.0,0.0,0.0,0.0,100.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,
137,Miguel Canizalez,TOR,D,12.0,3.0,413.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.22,20.0,2007,REG,0.0,0.0,0.0,0.0,20.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,
138,Kevin Harmse,LA ,M,17.0,13.0,1171.0,1.0,0.0,6.0,3.0,1.0,1.0,0.0,0.08,16.7,2007,REG,0.0,0.0,0.0,0.0,50.0,22.0,15.0,0.0,6.0,1.0,0.0,0.0,,,,,
139,Ryan Cochrane,HOU,D,25.0,25.0,2059.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.04,16.7,2007,REG,0.0,0.0,0.0,0.0,16.7,55.0,13.0,0.0,6.0,1.0,0.0,0.0,Cochrane,Ryan,51149.0,66149.0,2007-08-31
140,Ugo Ihemelu,COL,D,25.0,23.0,2017.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.04,14.3,2007,REG,0.0,0.0,0.0,0.0,57.1,40.0,34.0,0.0,4.0,2.0,0.0,0.0,Ihemelu,Ugo,55000.0,55000.0,2007-08-31
141,Tyrone Marshall,LA ,D,24.0,24.0,2159.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.04,10.0,2007,REG,0.0,0.0,0.0,0.0,10.0,34.0,16.0,0.0,5.0,1.0,0.0,0.0,,,,,
142,Ezra Hendrickson,CLB,D,23.0,21.0,1851.0,1.0,0.0,11.0,5.0,1.0,1.0,0.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,45.5,30.0,5.0,1.0,3.0,1.0,0.0,0.0,,,,,
143,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Robinson,Dasan,42500.0,42500.0,2007-08-31
144,Jim Brennan,TOR,D,27.0,27.0,2430.0,1.0,0.0,13.0,5.0,0.0,0.0,1.0,0.04,7.7,2007,REG,0.0,0.0,0.0,0.0,38.5,31.0,13.0,1.0,6.0,0.0,0.0,0.0,,,,,
145,Jason Garey,CLB,F,11.0,5.0,447.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.2,7.7,2007,REG,0.0,0.0,0.0,0.0,46.2,6.0,2.0,5.0,1.0,0.0,0.0,0.0,Garey,Jason,41250.0,53750.0,2007-08-31
146,Denilson,DAL,M,8.0,7.0,606.0,1.0,0.0,14.0,4.0,1.0,1.0,0.0,0.15,7.1,2007,REG,0.0,0.0,0.0,0.0,28.6,10.0,21.0,2.0,3.0,0.0,1.0,1.0,,,,,
147,Jose Cancela,COL,M,11.0,5.0,611.0,1.0,0.0,15.0,8.0,0.0,0.0,1.0,0.15,6.7,2007,REG,0.0,0.0,0.0,0.0,53.3,6.0,24.0,1.0,0.0,0.0,1.0,1.0,Cancela,Jose,156000.0,156000.0,2007-08-31
148,Wells Thompson,NE ,D,27.0,11.0,1215.0,1.0,0.0,16.0,7.0,0.0,1.0,0.0,0.07,6.3,2007,REG,0.0,0.0,0.0,0.0,43.8,26.0,36.0,2.0,6.0,0.0,0.0,0.0,,,,,
149,Jay Heaps,NE ,D,28.0,28.0,2475.0,1.0,0.0,16.0,8.0,0.0,0.0,1.0,0.04,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,31.0,37.0,1.0,5.0,0.0,0.0,0.0,,,,,
150,Jacob Thomas,CLB,F,9.0,4.0,402.0,1.0,0.0,16.0,8.0,1.0,0.0,1.0,0.22,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,,,,,
151,Jacob Peterson,ATL,F,24.0,10.0,1118.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.08,4.2,2007,REG,0.0,0.0,0.0,0.0,41.7,8.0,21.0,5.0,1.0,0.0,0.0,0.0,,,,,
152,Terry Cooke,COL,M,29.0,28.0,2288.0,0.0,7.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,3.0,0.28,42.9,5.0,21.0,2.0,0.0,0.0,0.0,0.0,Cooke,Terry,147500.0,152500.0,2007-08-31
153,Richard Mulrooney,HOU,M,30.0,27.0,2521.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,2.0,3.0,0.18,33.3,18.0,44.0,0.0,2.0,0.0,0.0,0.0,Mulrooney,Richard,220000.0,233200.0,2007-08-31
154,Peter Vagenas,LA ,M,24.0,20.0,1786.0,0.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,5.0,0.0,0.25,23.1,25.0,21.0,0.0,2.0,0.0,0.0,0.0,,,,,
155,Brian Carroll,DC ,M,28.0,19.0,1801.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,1.0,0.2,14.3,39.0,15.0,1.0,7.0,0.0,0.0,0.0,,,,,
156,Corey Ashe,HOU,M,22.0,6.0,811.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,0.0,0.44,40.0,5.0,14.0,5.0,2.0,0.0,0.0,0.0,Ashe,Corey,30000.0,30000.0,2007-08-31
157,Ronnie O'Brien,TOR,M,13.0,13.0,1139.0,0.0,4.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,3.0,1.0,0.32,54.5,16.0,15.0,0.0,1.0,0.0,0.0,0.0,,,,,
158,Pablo Ricchetti,DAL,D-M,19.0,19.0,1600.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,0.0,0.17,33.3,31.0,18.0,0.0,7.0,0.0,0.0,0.0,,,,,
159,Chris Pozniak,TOR,D,22.0,16.0,1497.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,3.0,0.18,33.3,22.0,16.0,1.0,3.0,1.0,0.0,0.0,,,,,
160,Marvell Wynne,NY ,D,23.0,22.0,1963.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,1.0,0.14,55.6,22.0,23.0,3.0,2.0,0.0,0.0,0.0,,,,,
161,Frankie Hejduk,CLB,D,24.0,24.0,2160.0,0.0,3.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,1.0,0.13,30.0,31.0,25.0,2.0,5.0,0.0,0.0,0.0,Hejduk,Frankie,150000.0,175000.0,2007-08-31
162,Claudio Reyna,NY ,M,21.0,21.0,1723.0,0.0,3.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,2.0,0.16,21.4,35.0,18.0,1.0,2.0,0.0,0.0,0.0,,,,,
163,Clyde Simms,DC ,M,25.0,16.0,1505.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,1.0,2.0,0.18,46.7,20.0,6.0,0.0,1.0,0.0,0.0,0.0,,,,,
164,Alex Zotinca,CHV,D,22.0,20.0,1667.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,1.0,0.16,40.0,34.0,17.0,2.0,6.0,1.0,0.0,0.0,Zotinca,Alex,67500.0,68750.0,2007-08-31
165,Ryan Raybould,KC ,D-M,10.0,4.0,424.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.42,0.0,10.0,6.0,0.0,2.0,0.0,0.0,0.0,,,,,
166,Marcelo Saragosa,DAL,M,13.0,10.0,800.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.23,33.3,33.0,17.0,0.0,4.0,1.0,0.0,0.0,Saragosa,Marcelo,67008.0,71883.0,2007-08-31
167,Wade Barrett,HOU,D,30.0,30.0,2649.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,1.0,0.07,66.7,11.0,9.0,2.0,2.0,0.0,0.0,0.0,Barrett,Wade,141750.0,141750.0,2007-08-31
168,Chris Wingert,COL,D,22.0,16.0,1590.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,2.0,0.11,75.0,26.0,17.0,0.0,4.0,0.0,0.0,0.0,,,,,
169,Craig Waibel,HOU,D,21.0,18.0,1639.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.11,28.6,27.0,11.0,0.0,1.0,0.0,0.0,0.0,Waibel,Craig,85000.0,85000.0,2007-08-31
170,Bobby Boswell,DC ,D,23.0,22.0,1963.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,2.0,0.0,0.09,28.6,42.0,4.0,0.0,5.0,1.0,0.0,0.0,,,,,
171,Chris Armas,CHI,M,25.0,24.0,2194.0,0.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.08,28.6,27.0,24.0,0.0,3.0,0.0,0.0,0.0,Armas,Chris,225000.0,225000.0,2007-08-31
172,David Beckham,LA ,M,5.0,2.0,252.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,2.0,0.71,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,
173,Guy-Roland Kpene,DC ,F,15.0,8.0,626.0,0.0,2.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,1.0,0.29,66.7,17.0,10.0,8.0,2.0,0.0,0.0,0.0,,,,,
174,Seth Stammler,NY ,M-D,29.0,28.0,2547.0,0.0,2.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,0.0,0.07,19.2,46.0,28.0,0.0,3.0,0.0,0.0,0.0,,,,,
175,Taylor Graham,NY ,D,5.0,3.0,335.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.27,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,
176,Kasali Yinka Casal,DC ,M,4.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.87,0.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,
177,Mike Randolph,LA ,D,19.0,15.0,1451.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,0.0,1.0,0.06,0.0,7.0,18.0,0.0,3.0,0.0,0.0,0.0,,,,,
178,Rusty Pierce,CLB,D,21.0,19.0,1580.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.06,0.0,23.0,24.0,1.0,5.0,0.0,0.0,0.0,Pierce,Rusty,63000.0,64300.0,2007-08-31
179,Rodrigo López,CHV,M,5.0,0.0,62.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,1.45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
180,Jack Stewart,RSL,D,13.0,12.0,1006.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.09,0.0,5.0,9.0,1.0,1.0,0.0,0.0,0.0,Stewart,Jack,41081.25,48581.25,2007-08-31
181,Nick Garcia,KC ,D,27.0,27.0,2420.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.04,50.0,32.0,24.0,0.0,4.0,0.0,0.0,0.0,,,,,
182,Brad Evans,CLB,D-M,4.0,1.0,108.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.83,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,
183,Avery John,NE ,D,19.0,18.0,1559.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.06,50.0,25.0,22.0,0.0,4.0,0.0,0.0,0.0,,,,,
184,Markus Schopp,NY ,D-M,5.0,3.0,228.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.39,33.3,8.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,
185,Chris Lancos,RSL,M-D,14.0,8.0,811.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.11,33.3,11.0,5.0,0.0,3.0,0.0,0.0,0.0,,,,,
186,Josh Tudela,LA ,M,9.0,9.0,779.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.12,66.7,15.0,6.0,0.0,2.0,0.0,0.0,0.0,,,,,
187,Abel Xavier,LA ,D,10.0,10.0,900.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.1,0.0,7.0,10.0,0.0,3.0,0.0,0.0,0.0,,,,,
188,Sinisa Ubiparipovic,NY ,F-M,12.0,0.0,232.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.39,50.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,
189,Ricardinho,DAL,F,8.0,3.0,279.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,0.0,1.0,0.32,40.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,,,,,
190,Wilman Conde,CHI,D,7.0,7.0,595.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,0.0,1.0,0.15,83.3,8.0,4.0,0.0,3.0,1.0,0.0,0.0,Conde,Wilman,144000.0,151500.0,2007-08-31
191,Kyle Veris,LA ,D,8.0,6.0,542.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.17,33.3,8.0,4.0,0.0,3.0,0.0,0.0,0.0,,,,,
192,Atiba Harris,RSL,D,21.0,13.0,1257.0,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.07,50.0,45.0,22.0,8.0,5.0,0.0,0.0,0.0,,,,,
193,Pablo Mastroeni,COL,M,23.0,21.0,1864.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.05,0.0,46.0,24.0,0.0,7.0,1.0,0.0,0.0,,,,,
194,Thiago,CHI,M,13.0,5.0,568.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.16,30.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,,,,,
195,Diego Gutierrez,CHI,D,23.0,22.0,1890.0,0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.05,60.0,33.0,24.0,0.0,7.0,1.0,0.0,0.0,,,,,
196,Jeff Parke,NY ,D,28.0,26.0,2246.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.04,40.0,24.0,23.0,0.0,2.0,0.0,0.0,0.0,,,,,
197,Ricardo Virtuoso,CLB,F,8.0,5.0,451.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.2,36.4,11.0,14.0,5.0,1.0,0.0,0.0,0.0,,,,,
198,Danny O'Rourke,CLB,D,27.0,27.0,2426.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,1.0,0.04,9.1,46.0,33.0,0.0,6.0,1.0,0.0,0.0,,,,,
199,Kelly Gray,HOU,D-M,15.0,13.0,1195.0,0.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.08,28.6,9.0,5.0,1.0,1.0,0.0,0.0,0.0,,,,,
200,Justin Mapp,CHI,M,13.0,10.0,808.0,0.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,1.0,0.0,0.11,53.3,7.0,22.0,3.0,0.0,0.0,0.0,0.0,Mapp,Justin,130000.0,136000.0,2007-08-31
201,Andrea Lombardo,TOR,F,16.0,6.0,726.0,0.0,1.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,1.0,0.0,0.12,52.9,32.0,24.0,18.0,2.0,0.0,0.0,0.0,,,,,
202,Jordan Harvey,LFC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
203,Stephen Keel,COL,D,4.0,1.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Keel,Stephen,17700.0,17700.0,2007-08-31
204,David Guzman,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
205,Yherland McDonald,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
206,Tim Regan,NY ,D,3.0,2.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,
207,Rich Asante,TOR,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
