,Player,Club,POS,GP,GS,MINS,G,A,SHTS_FP,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG_FP,PKA_FP,Last Name,First Name,Base Salary,Guaranteed Compensation,Date,SHTS_GK,SV,GA,GAA,W,L,T,ShO,Wpct,SvPct,PKG_GK,PKA_GK
70,Eddie Robinson,HOU,D,25.0,25.0,2187.0,2.0,2.0,10.0,5.0,0.0,1.0,1.0,0.08,20.0,2007,REG,0.0,0.0,2.0,0.08,50.0,70.0,64.0,0.0,11.0,1.0,0.0,0.0,Robinson,Eddie,110000.0,110000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Paulo Nagamura,CHV,M,26.0,24.0,2172.0,2.0,2.0,19.0,8.0,2.0,0.0,2.0,0.08,10.5,2007,REG,0.0,1.0,1.0,0.08,42.1,46.0,44.0,1.0,8.0,0.0,0.0,0.0,Nagamura,Paulo,89250.0,89250.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Colin Clark,COL,M,16.0,16.0,1321.0,2.0,2.0,26.0,5.0,0.0,2.0,0.0,0.14,7.7,2007,REG,0.0,1.0,1.0,0.14,19.2,24.0,24.0,3.0,2.0,0.0,0.0,0.0,Clark,Colin,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Francis Doe,NY,F,8.0,4.0,428.0,2.0,1.0,17.0,7.0,0.0,2.0,0.0,0.42,11.8,2007,REG,0.0,1.0,0.0,0.21,41.2,8.0,4.0,15.0,1.0,0.0,0.0,0.0,Doe,Francis,48000.0,48000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Dema Kovalenko,NY,M,19.0,15.0,1377.0,2.0,1.0,21.0,7.0,0.0,0.0,2.0,0.13,9.5,2007,REG,0.0,0.0,1.0,0.07,33.3,29.0,22.0,3.0,5.0,0.0,0.0,0.0,Kovalenko,Dema,190000.0,197375.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Troy Roberts,LA,D,16.0,12.0,1140.0,2.0,0.0,4.0,2.0,0.0,1.0,1.0,0.16,50.0,2007,REG,0.0,0.0,0.0,0.0,50.0,25.0,11.0,1.0,3.0,1.0,0.0,0.0,Roberts,Troy,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Drew Moor,DAL,D,28.0,28.0,2495.0,2.0,0.0,7.0,3.0,1.0,2.0,0.0,0.07,28.6,2007,REG,0.0,0.0,0.0,0.0,42.9,17.0,30.0,1.0,3.0,0.0,0.0,0.0,Moor,Drew,53350.0,65850.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Kyle Brown,RSL,F,8.0,3.0,286.0,2.0,0.0,7.0,4.0,1.0,1.0,1.0,0.63,28.6,2007,REG,0.0,0.0,0.0,0.0,57.1,6.0,1.0,3.0,0.0,0.0,0.0,0.0,Brown,Kyle,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Chad Marshall,CLB,D,12.0,11.0,1020.0,2.0,0.0,8.0,3.0,0.0,0.0,2.0,0.18,25.0,2007,REG,0.0,0.0,0.0,0.0,37.5,7.0,6.0,0.0,0.0,0.0,0.0,0.0,Marshall,Chad,100000.0,123000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Omar Cummings,COL,F,11.0,0.0,182.0,2.0,0.0,10.0,6.0,1.0,1.0,1.0,0.99,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,Cummings,Omar,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Kei Kamara,CLB,F,17.0,4.0,475.0,2.0,0.0,16.0,7.0,1.0,2.0,0.0,0.38,12.5,2007,REG,0.0,0.0,0.0,0.0,43.8,11.0,12.0,5.0,0.0,0.0,0.0,0.0,Kamara,Kei,33000.0,43000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Paulo Wanchope,CHI,F,12.0,10.0,932.0,2.0,0.0,26.0,13.0,1.0,0.0,2.0,0.19,7.7,2007,REG,0.0,0.0,0.0,0.0,50.0,20.0,15.0,10.0,2.0,0.0,0.0,0.0,Wanchope,Paulo,240000.0,267500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Dax McCarty,DAL,M,25.0,18.0,1604.0,1.0,7.0,13.0,5.0,0.0,0.0,1.0,0.06,7.7,2007,REG,2.0,4.0,3.0,0.39,38.5,12.0,46.0,0.0,0.0,0.0,0.0,0.0,McCarty,Dax,33000.0,45500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Carlos Marinelli,KC,M,26.0,19.0,1674.0,1.0,5.0,42.0,21.0,0.0,0.0,1.0,0.05,2.4,2007,REG,1.0,2.0,3.0,0.27,50.0,41.0,41.0,1.0,7.0,0.0,1.0,2.0,Marinelli,Carlos,165000.0,165000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Duncan Oughton,CLB,D,19.0,13.0,1231.0,1.0,4.0,9.0,5.0,0.0,0.0,1.0,0.07,11.1,2007,REG,0.0,2.0,2.0,0.29,55.6,17.0,26.0,1.0,3.0,0.0,0.0,0.0,Oughton,Duncan,72000.0,72000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Marc Burch,DC,D,18.0,15.0,1362.0,1.0,3.0,9.0,3.0,0.0,1.0,0.0,0.07,11.1,2007,REG,1.0,1.0,2.0,0.2,33.3,21.0,12.0,1.0,3.0,0.0,0.0,0.0,Burch,Marc,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Andy Williams,RSL,M,24.0,12.0,1277.0,1.0,3.0,19.0,9.0,0.0,1.0,0.0,0.07,5.3,2007,REG,0.0,1.0,2.0,0.21,47.4,29.0,32.0,3.0,1.0,1.0,0.0,0.0,Williams,Andy,70008.0,70008.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Brian Mullan,HOU,D,28.0,28.0,2407.0,1.0,3.0,19.0,6.0,1.0,1.0,0.0,0.04,5.3,2007,REG,1.0,3.0,0.0,0.11,31.6,33.0,55.0,11.0,4.0,0.0,0.0,0.0,Mullan,Brian,125000.0,125000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Chris Gbandi,DAL,D,21.0,19.0,1700.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,0.05,20.0,2007,REG,0.0,1.0,1.0,0.11,60.0,24.0,11.0,2.0,7.0,1.0,0.0,0.0,Gbandi,Chris,100000.0,103750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Lawson Vaughn,CHV,D,24.0,22.0,1901.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,0.05,20.0,2007,REG,2.0,2.0,0.0,0.09,60.0,27.0,19.0,1.0,6.0,1.0,0.0,0.0,Vaughn,Lawson,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Javier Morales,RSL,M,7.0,5.0,369.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,0.24,16.7,2007,REG,0.0,1.0,1.0,0.49,50.0,8.0,9.0,1.0,2.0,0.0,0.0,0.0,Morales,Javier,120000.0,120000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Nicholas Addlery,DC,F,11.0,4.0,455.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0,0.2,11.1,2007,REG,1.0,1.0,1.0,0.4,22.2,11.0,8.0,10.0,1.0,0.0,0.0,0.0,Addlery,Nicholas,36000.0,36000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Facundo Erpen,COL,D,26.0,25.0,2056.0,1.0,2.0,11.0,2.0,0.0,0.0,1.0,0.04,9.1,2007,REG,0.0,2.0,0.0,0.09,18.2,42.0,23.0,0.0,6.0,1.0,0.0,0.0,Erpen,Facundo,115000.0,115000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Ivan Guerrero,CHI,M,19.0,16.0,1490.0,1.0,2.0,12.0,5.0,1.0,0.0,1.0,0.06,8.3,2007,REG,1.0,1.0,1.0,0.12,41.7,11.0,25.0,3.0,0.0,0.0,0.0,0.0,Guerrero,Ivan,160000.0,187500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Laurent Merlin,CHV,F,22.0,7.0,804.0,1.0,2.0,15.0,8.0,0.0,1.0,0.0,0.11,6.7,2007,REG,0.0,0.0,2.0,0.22,53.3,19.0,28.0,8.0,1.0,0.0,0.0,0.0,Merlin,Laurent,60000.0,60000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Mehdi Ballouchy,COL,M,23.0,22.0,1853.0,1.0,2.0,35.0,10.0,0.0,0.0,1.0,0.05,2.9,2007,REG,1.0,1.0,1.0,0.1,28.6,40.0,39.0,5.0,8.0,1.0,0.0,0.0,Ballouchy,Mehdi,70000.0,88000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Orlando Perez,CHV,D,15.0,12.0,1033.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.09,33.3,2007,REG,0.0,1.0,0.0,0.09,33.3,10.0,7.0,0.0,5.0,0.0,0.0,0.0,Perez,Orlando,70000.0,70000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Andrew Boyens,TOR,D,23.0,21.0,1825.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.05,25.0,2007,REG,0.0,1.0,0.0,0.05,50.0,33.0,18.0,0.0,4.0,2.0,0.0,0.0,Boyens,Andrew,30000.0,47500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Chris Wondolowski,HOU,F,16.0,3.0,307.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,0.0,1.0,0.0,0.29,16.7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,Wondolowski,Chris,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Hunter Freeman,NY,D,16.0,15.0,1342.0,1.0,1.0,6.0,4.0,1.0,0.0,1.0,0.07,16.7,2007,REG,1.0,1.0,0.0,0.07,66.7,21.0,19.0,0.0,2.0,0.0,0.0,0.0,Freeman,Hunter,50600.0,60600.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Eloy Colombano,KC,M-F,10.0,1.0,310.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.29,16.7,2007,REG,1.0,1.0,0.0,0.29,16.7,3.0,5.0,4.0,1.0,0.0,0.0,0.0,Colombano,Eloy,42000.0,42000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Clarence Goodson,DAL,D,27.0,27.0,2297.0,1.0,1.0,9.0,5.0,1.0,1.0,0.0,0.04,11.1,2007,REG,0.0,1.0,0.0,0.04,55.6,36.0,37.0,0.0,6.0,0.0,0.0,0.0,Goodson,Clarence,48378.75,53378.75,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Kevin Goldthwaite,NY,D,19.0,17.0,1466.0,1.0,1.0,11.0,6.0,1.0,1.0,0.0,0.06,9.1,2007,REG,0.0,1.0,0.0,0.06,54.5,21.0,20.0,0.0,4.0,1.0,0.0,0.0,Goldthwaite,Kevin,30870.0,30870.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Joshua Gros,DC,M-D,22.0,22.0,1854.0,1.0,1.0,11.0,8.0,1.0,0.0,1.0,0.05,9.1,2007,REG,0.0,1.0,0.0,0.05,72.7,22.0,20.0,5.0,3.0,0.0,0.0,0.0,Gros,Joshua,72500.0,75000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Jonathan Bornstein,CHV,D,23.0,23.0,2070.0,1.0,1.0,14.0,8.0,0.0,0.0,1.0,0.04,7.1,2007,REG,0.0,1.0,0.0,0.04,57.1,28.0,28.0,1.0,1.0,0.0,0.0,0.0,Bornstein,Jonathan,57500.0,57500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Gonzalo Segares,CHI,D,27.0,27.0,2406.0,1.0,1.0,15.0,5.0,0.0,1.0,0.0,0.04,6.7,2007,REG,1.0,0.0,1.0,0.04,33.3,43.0,25.0,4.0,6.0,1.0,0.0,0.0,Segares,Gonzalo,48300.0,50800.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Marcos Gonzalez,CLB,D,27.0,27.0,2356.0,1.0,1.0,21.0,5.0,0.0,0.0,1.0,0.04,4.8,2007,REG,0.0,0.0,1.0,0.04,23.8,43.0,21.0,0.0,4.0,1.0,0.0,0.0,Gonzalez,Marcos,156000.0,162250.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Nicolas Hernandez,COL,F,21.0,17.0,1474.0,1.0,1.0,29.0,7.0,1.0,0.0,1.0,0.06,3.4,2007,REG,0.0,1.0,0.0,0.06,24.1,28.0,19.0,7.0,0.0,0.0,0.0,0.0,Hernandez,Nicolas,130000.0,132400.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Patrick Ianni,HOU,D-M,16.0,9.0,961.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.09,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,15.0,4.0,0.0,3.0,0.0,0.0,0.0,Ianni,Patrick,70000.0,103000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Michael Parkhurst,NE,D,25.0,25.0,2197.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.04,100.0,2007,REG,0.0,0.0,0.0,0.0,100.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,Parkhurst,Michael,80575.0,93075.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Jeff Curtin,CHI,D,3.0,3.0,248.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.36,50.0,2007,REG,0.0,0.0,0.0,0.0,50.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,Curtin,Jeff,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Logan Pause,CHI,M,23.0,21.0,1905.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.05,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,25.0,20.0,0.0,1.0,0.0,0.0,0.0,Pause,Logan,69300.0,69300.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Matias Mantilla,RSL,D,10.0,9.0,828.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.11,50.0,2007,REG,0.0,0.0,0.0,0.0,100.0,13.0,5.0,0.0,6.0,0.0,0.0,0.0,Mantilla,Matias,48000.0,48000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Floyd Franks,CHI,M,7.0,2.0,223.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.4,33.3,2007,REG,0.0,0.0,0.0,0.0,33.3,3.0,7.0,3.0,1.0,0.0,0.0,0.0,Franks,Floyd,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Jerson Monteiro,CHI,F,5.0,1.0,154.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.58,33.3,2007,REG,0.0,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Monteiro,Jerson,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Mike Petke,COL,D,24.0,24.0,2018.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.04,25.0,2007,REG,0.0,0.0,0.0,0.0,25.0,24.0,16.0,1.0,4.0,0.0,0.0,0.0,Petke,Mike,126000.0,126000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Eddie Pope,RSL,D,27.0,27.0,2248.0,1.0,0.0,5.0,1.0,1.0,0.0,1.0,0.04,20.0,2007,REG,0.0,0.0,0.0,0.0,20.0,24.0,27.0,0.0,2.0,0.0,0.0,0.0,Pope,Eddie,265000.0,265000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Rod Dyachenko,DC,M,14.0,4.0,378.0,1.0,0.0,5.0,3.0,0.0,1.0,0.0,0.24,20.0,2007,REG,0.0,0.0,0.0,0.0,60.0,22.0,1.0,3.0,3.0,0.0,0.0,0.0,Dyachenko,Rod,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Kevin Harmse,LA,M,17.0,13.0,1171.0,1.0,0.0,6.0,3.0,1.0,1.0,0.0,0.08,16.7,2007,REG,0.0,0.0,0.0,0.0,50.0,22.0,15.0,0.0,6.0,1.0,0.0,0.0,Harmse,Kevin,40800.0,40800.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Ryan Cochrane,HOU,D,25.0,25.0,2059.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.04,16.7,2007,REG,0.0,0.0,0.0,0.0,16.7,55.0,13.0,0.0,6.0,1.0,0.0,0.0,Cochrane,Ryan,51149.0,66149.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Ugo Ihemelu,COL,D,25.0,23.0,2017.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.04,14.3,2007,REG,0.0,0.0,0.0,0.0,57.1,40.0,34.0,0.0,4.0,2.0,0.0,0.0,Ihemelu,Ugo,55000.0,55000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Tyrone Marshall,TOR,D,24.0,24.0,2159.0,1.0,0.0,10.0,1.0,0.0,1.0,0.0,0.04,10.0,2007,REG,0.0,0.0,0.0,0.0,10.0,34.0,16.0,0.0,5.0,1.0,0.0,0.0,Marshall,Tyrone,142000.0,149500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Ezra Hendrickson,CLB,D,23.0,21.0,1851.0,1.0,0.0,11.0,5.0,1.0,1.0,0.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,45.5,30.0,5.0,1.0,3.0,1.0,0.0,0.0,Hendrickson,Ezra,76650.0,77900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Dasan Robinson,CHI,D,23.0,21.0,1819.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.05,9.1,2007,REG,0.0,0.0,0.0,0.0,27.3,35.0,34.0,2.0,4.0,0.0,0.0,0.0,Robinson,Dasan,42500.0,42500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Jim Brennan,TOR,D,27.0,27.0,2430.0,1.0,0.0,13.0,5.0,0.0,0.0,1.0,0.04,7.7,2007,REG,0.0,0.0,0.0,0.0,38.5,31.0,13.0,1.0,6.0,0.0,0.0,0.0,Brennan,Jim,150000.0,158000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Jason Garey,CLB,F,11.0,5.0,447.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.2,7.7,2007,REG,0.0,0.0,0.0,0.0,46.2,6.0,2.0,5.0,1.0,0.0,0.0,0.0,Garey,Jason,41250.0,53750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Jose Cancela,COL,M,11.0,5.0,611.0,1.0,0.0,15.0,8.0,0.0,0.0,1.0,0.15,6.7,2007,REG,0.0,0.0,0.0,0.0,53.3,6.0,24.0,1.0,0.0,0.0,1.0,1.0,Cancela,Jose,156000.0,156000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Wells Thompson,NE,D,27.0,11.0,1215.0,1.0,0.0,16.0,7.0,0.0,1.0,0.0,0.07,6.3,2007,REG,0.0,0.0,0.0,0.0,43.8,26.0,36.0,2.0,6.0,0.0,0.0,0.0,Thompson,Wells,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Jay Heaps,NE,D,28.0,28.0,2475.0,1.0,0.0,16.0,8.0,0.0,0.0,1.0,0.04,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,31.0,37.0,1.0,5.0,0.0,0.0,0.0,Heaps,Jay,110000.0,113750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Jacob Thomas,CLB,F,9.0,4.0,402.0,1.0,0.0,16.0,8.0,1.0,0.0,1.0,0.22,6.3,2007,REG,0.0,0.0,0.0,0.0,50.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,Thomas,Jacob,84000.0,87750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Jacob Peterson,COL,F,24.0,10.0,1118.0,1.0,0.0,24.0,10.0,0.0,0.0,1.0,0.08,4.2,2007,REG,0.0,0.0,0.0,0.0,41.7,8.0,21.0,5.0,1.0,0.0,0.0,0.0,Peterson,Jacob,70000.0,88750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Terry Cooke,COL,M,29.0,28.0,2288.0,0.0,7.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,3.0,0.28,42.9,5.0,21.0,2.0,0.0,0.0,0.0,0.0,Cooke,Terry,147500.0,152500.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Richard Mulrooney,HOU,M,30.0,27.0,2521.0,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,2.0,3.0,0.18,33.3,18.0,44.0,0.0,2.0,0.0,0.0,0.0,Mulrooney,Richard,220000.0,233200.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Peter Vagenas,LA,M,24.0,20.0,1786.0,0.0,5.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,5.0,0.0,0.25,23.1,25.0,21.0,0.0,2.0,0.0,0.0,0.0,Vagenas,Peter,131250.0,131875.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Brian Carroll,DC,M,28.0,19.0,1801.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,1.0,0.2,14.3,39.0,15.0,1.0,7.0,0.0,0.0,0.0,Carroll,Brian,115000.0,118750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Corey Ashe,HOU,M,22.0,6.0,811.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,4.0,0.0,0.44,40.0,5.0,14.0,5.0,2.0,0.0,0.0,0.0,Ashe,Corey,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Ronnie O'Brien,TOR,M,13.0,13.0,1139.0,0.0,4.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,2007,REG,2.0,3.0,1.0,0.32,54.5,16.0,15.0,0.0,1.0,0.0,0.0,0.0,O'Brien,Ronnie,240000.0,258750.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Pablo Ricchetti,DAL,D-M,19.0,19.0,1600.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2007,REG,1.0,3.0,0.0,0.17,33.3,31.0,18.0,0.0,7.0,0.0,0.0,0.0,Ricchetti,Pablo,120000.0,126625.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Chris Pozniak,TOR,D,22.0,16.0,1497.0,0.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,3.0,0.18,33.3,22.0,16.0,1.0,3.0,1.0,0.0,0.0,Pozniak,Chris,90000.0,95000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Marvell Wynne,TOR,D,23.0,22.0,1963.0,0.0,3.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,2.0,1.0,0.14,55.6,22.0,23.0,3.0,2.0,0.0,0.0,0.0,Wynne,Marvell,47500.0,150000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
